"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"mmu04530","mmu04530","Tight junction","8/90","167/8912",0.000270204654816201,0.0279136638481272,0.0228215953791535,"76089/109905/12443/72065/18538/56443/71960/54357",8
"mmu04810","mmu04810","Regulation of actin cytoskeleton","9/90","220/8912",0.00036026861080705,0.0279136638481272,0.0228215953791535,"16403/214230/18710/56443/232906/71960/16400/50884/66922",9
"mmu04144","mmu04144","Endocytosis","10/90","273/8912",0.000406509667691172,0.0279136638481272,0.0228215953791535,"67300/19345/22042/16004/229285/230597/56443/21813/84092/100017",10
