"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"mmu04151","mmu04151","PI3K-Akt signaling pathway","12/82","359/8912",9.85551468895454e-05,0.0231518053552672,0.0197187248057528,"16780/56484/13867/192897/18607/74343/17210/16412/27219/21802/12444/26417",12
"mmu04068","mmu04068","FoxO signaling pathway","7/82","131/8912",0.000192131164774002,0.0231518053552672,0.0197187248057528,"13197/56484/18607/67731/27219/12444/26417",7
"mmu05223","mmu05223","Non-small cell lung cancer","5/82","72/8912",0.00050354908415243,0.0404517764269118,0.0344533583893768,"13197/56484/18607/21802/26417",5
