"","HVA_1_miR","HVA_2_miR","HVA_3_miR","HVA_4_miR","HVA_5_miR","HVA_6_miR","HVAK_1_miR","HVAK_2_miR","HVAK_3_miR","HVAK_4_miR","HVAK_5_miR","HVAK_6_miR"
"mmu-miR-138-5p",32.2752301794088,13.9920807537541,15.4542701265209,18.1055925359746,31.9745404475722,32.8341924344313,22.9161306166315,16.6966828985375,8.89309676744215,17.4162819859109,19.2155506103673,32.6749193288347
"mmu-miR-139-3p",176.957296500897,205.217184388393,252.023482063265,273.94548706605,383.694485370866,264.357344215678,162.704527378084,226.597839337295,198.612494472875,308.41332683384,330.22279567446,239.121000542836
"mmu-miR-139-5p",220.361916397343,230.09199461729,280.554442296842,213.331112054309,172.814778133307,135.546281588294,154.683881662263,230.17569995841,235.667064337217,202.464278086215,197.137315521176,161.889373038317
"mmu-miR-140-3p",1130.74599525101,1296.59948318121,1213.75459993676,1165.84271938167,1181.535399396,1186.2404394901,901.749739764449,1208.12426972989,1117.56582710856,921.611588421121,1001.34369291803,967.623179215264
"mmu-miR-140-5p",1114.05191067546,1060.2887860067,1075.8549588078,1215.43629893673,710.291577085353,1062.48079108339,881.125222209481,1008.95669515448,911.54241866282,886.05334603322,1132.29411189238,1080.50017326033
"mmu-miR-141-3p",7232.99037710269,8281.75713058312,7798.46246384442,5701.68724948104,5606.20275847432,6000.2381917998,8941.87416660961,7760.37968719882,9087.2627135313,5205.29127853913,5129.12863884878,5627.51224258885
"mmu-miR-141-5p",1549.21104861162,1564.00369314185,1274.38289043311,1638.94972434344,1582.73975215482,1626.55537905952,1574.33817336258,1670.86091006079,1222.8008055233,1450.63115374317,1490.27270289293,1464.43047537414
"mmu-miR-142a-3p",624.358763125805,390.223585465809,636.002655206824,2780.38925378532,439.269281863075,2474.35106576394,823.834895667902,791.899817473492,600.284031802345,1560.93427298727,2512.96700760026,1912.22539253976
"mmu-miR-142a-5p",0,0,3.56637002919714,5.5103977283401,0.761298582085052,5.05141422068175,3.43741959249472,1.19262020703839,1.48218279457369,0,3.55843529821616,2.97044721171225
"mmu-miR-143-3p",34.5011081228163,46.6402691791803,38.0412803114362,167.673530876634,93.6397255964614,215.527006749088,69.894198380726,102.565337805302,45.9476666317844,83.4530178491566,76.8622024414692,92.8264753660077
"mmu-miR-143-5p",33.3881691511126,32.6481884254262,29.7197502433095,236.159902643147,168.246986640796,324.132412493745,50.4154873565893,94.216996356033,66.6982257558161,148.764075296323,135.932228391858,178.226832702735
"mmu-miR-144-3p",0,0,0,2.36159902643147,0.761298582085052,1.68380474022725,0,0,0,0.725678416079623,2.1350611789297,1.48522360585612
"mmu-miR-144-5p",1.11293897170375,3.10935127861202,1.18879000973238,3.93599837738578,0,4.20951185056812,4.5832261233263,0,1.48218279457369,4.35407049647774,3.55843529821616,6.68350622635255
"mmu-miR-145a-3p",1.11293897170375,3.10935127861202,1.18879000973238,3.93599837738578,0,4.20951185056812,0,1.19262020703839,0,1.45135683215925,2.84674823857293,0
"mmu-miR-145a-5p",12.2423286887413,20.2107833109781,17.8318501459857,130.675146129208,57.8586922384639,137.230086328521,28.6451632707894,51.2826689026509,25.1971075077528,29.7528150592645,51.2414682943128,59.4089442342449
"mmu-miR-146a-5p",1584.82509570614,1064.95281292462,1417.037691601,2168.73510593957,2283.89574625515,2332.06956521474,656.547142166492,964.829747494059,923.39988101941,1424.5067307643,1185.67064136563,1343.38475149686
"mmu-miR-146b-3p",0,4.66402691791803,2.37758001946476,0,2.28389574625515,0.841902370113624,0,0,0,0,0,0
"mmu-miR-146b-5p",3889.72170610462,5058.91453030176,4057.34030321661,3413.29779286895,3588.76151594893,2241.14410924247,2914.93181443553,3267.77936728519,2584.92679373652,2161.7960015012,1816.93706326917,2389.7247818225
"mmu-miR-147-3p",313.848790020458,177.233022880885,275.799282257912,297.561477330365,424.043310221374,182.692814314656,238.327758412967,305.310773001828,203.059042856596,433.230014399535,357.978591000546,320.065687061995
"mmu-miR-147-5p",16.6940845755563,9.32805383583606,15.4542701265209,7.87199675477156,10.6581801491907,0.841902370113624,3.43741959249472,10.7335818633455,7.41091397286846,3.62839208039811,4.98180941750263,5.94089442342449
"mmu-miR-148a-3p",667.763383022252,438.418530284295,476.704793902685,529.785381596126,551.180173429577,550.60415005431,419.365190284356,343.474619627057,432.797376015518,468.788256787436,409.220059294859,378.732019493311
"mmu-miR-148a-5p",74.5669111041515,68.4057281294645,90.3480407396609,75.571168845807,77.6524553726753,89.2416512320442,28.6451632707894,33.393365797075,38.536752658916,59.5056301185291,51.953155353956,42.3288727668995
"mmu-miR-148b-3p",63.4375213871139,43.5309179005683,72.5161905936752,57.4655763098324,75.3685596264201,38.7275090252267,68.7483918498945,53.6679093167277,44.4654838372108,69.6651279436438,62.6284612486045,70.5481212781659
"mmu-miR-148b-5p",15.5811456038525,13.9920807537541,22.5870101849152,19.6799918869289,13.7033744775309,15.1542426620452,24.0619371474631,29.8155051759598,20.7505591240317,13.0622114894332,24.9090470875132,15.5948478614893
"mmu-miR-149-5p",31.1622912077051,48.1949448184863,10.6991100875914,40.147183449335,10.6581801491907,85.8740417515897,18.3329044933052,16.6966828985375,7.41091397286846,7.98246257687585,4.98180941750263,11.1391770439209
"mmu-miR-150-5p",10.0164507453338,9.32805383583606,8.32153006812666,16.5311931850203,8.37428440293557,41.2532161355676,5.72903265415787,9.54096165630714,5.92873117829477,14.5135683215925,21.350611789297,8.16872983220868
"mmu-miR-151-3p",155.811456038525,186.561076716721,255.589852092462,286.540681873685,277.112683878959,372.120847590222,178.745818809726,248.065003063986,154.147010635664,280.111868606734,333.781230972676,330.462252302987
"mmu-miR-151-5p",26.7105353208901,23.3201345895902,20.2094301654505,45.6575811776751,14.464673059616,36.2018019148858,38.9574220482735,33.393365797075,26.6792903023265,55.1515596220513,59.7817130100316,72.77595668695
"mmu-miR-152-3p",94.599812594819,101.053916554891,120.06779098297,125.164748400868,165.963090894541,106.079698634317,48.1238742949261,90.6391357349178,77.073505317832,103.772013499386,140.202350749717,97.2821461835761
"mmu-miR-152-5p",3.33881691511126,6.21870255722404,8.32153006812666,6.29759740381725,9.89688156710567,0.841902370113624,1.14580653083157,2.38524041407678,4.44654838372108,5.07974891255736,3.55843529821616,5.94089442342449
"mmu-miR-153-3p",2026.66186747253,1801.86906595567,2295.55350879323,1919.98000848878,1770.78050192983,1858.92043321088,1277.57428187721,1602.8815582596,1823.08483732564,1262.68044397854,1717.30087491912,1432.49816784823
"mmu-miR-154-3p",20.0329014906676,13.9920807537541,21.3982201751828,8.65919643024872,1.5225971641701,5.05141422068175,4.5832261233263,4.77048082815357,7.41091397286846,8.70814099295547,16.3688023717944,0.742611802928062
"mmu-miR-154-5p",3.33881691511126,1.55467563930601,5.9439500486619,1.57439935095431,7.61298582085052,4.20951185056812,0,2.38524041407678,2.96436558914738,5.80542732863698,4.98180941750263,0.742611802928062
"mmu-miR-155-5p",83.4704228777815,97.9445652762787,87.9704607201962,176.332727306883,69.2781709697397,280.353489247837,324.263248225336,182.470891676874,145.253913868222,140.781612719447,198.560689640462,328.977028697131
"mmu-miR-15a-3p",1.11293897170375,4.66402691791803,1.18879000973238,0,0.761298582085052,0,3.43741959249472,2.38524041407678,0,0,0,1.48522360585612
"mmu-miR-15a-5p",2230.32969929432,2411.30191656362,2004.29995640879,2455.27578781325,2417.12299812004,2122.43587505645,2021.2027203869,2115.70824728611,2150.64723492643,2465.12957942248,2243.94929905511,2421.65708934841
"mmu-miR-15b-3p",62.3245824154102,77.7337819653005,72.5161905936752,109.420754891325,119.523877387353,101.870186783749,52.7071004182524,76.3276932504571,34.0902042751949,134.25050697473,117.428364841133,143.324077965116
"mmu-miR-15b-5p",353.914593001793,365.348775236912,265.100172170321,406.195032546213,390.546172609632,335.077143305222,285.305826177062,313.659114451097,281.614730969001,441.212476976411,396.409692221281,389.128584734304
"mmu-miR-16-1-3p",265.992414237197,256.521480485492,278.176862277377,293.625478952979,304.519432834021,367.06943336954,266.972921683757,296.96243155256,240.113612720938,338.166141893104,291.080007394082,260.65674282775
"mmu-miR-16-2-3p",233.717184057788,250.302777928268,161.675441323604,144.844740287797,169.769583804967,233.206956521474,144.371622884778,192.011853333181,204.541225651169,141.507291135526,168.669833135446,165.602432052958
"mmu-miR-16-5p",2652.13356957004,2541.89467026533,2457.22895011683,2426.1493998206,2551.11154856701,2278.18781352747,2434.8388780171,2471.10906898355,2725.73415922102,2122.6093670329,2096.63007770896,2251.59898647788
"mmu-miR-17-3p",106.84214128356,105.717943472809,89.1592507299285,66.9119724155583,37.3036305221675,44.6208256160221,159.267107785589,102.565337805302,128.949903127911,74.7448768562012,78.9972636203989,93.5690871689358
"mmu-miR-17-5p",4626.4873053725,6066.34434457205,5005.99473098305,3898.21279296288,3478.3732215466,3973.77918693631,4861.65711031837,5347.70900836015,5835.35366223662,3778.6075125266,3704.33114544303,4195.75668654355
"mmu-miR-181a-1-3p",1.11293897170375,4.66402691791803,1.18879000973238,4.72319805286294,5.32909007459536,5.05141422068175,3.43741959249472,1.19262020703839,1.48218279457369,2.17703524823887,4.2701223578594,5.94089442342449
"mmu-miR-181a-2-3p",23.3717184057788,23.3201345895902,11.8879000973238,28.3391883171776,16.7485688058711,21.8894616229542,38.9574220482735,23.8524041407678,13.3396451511632,18.8676388180702,17.7921764910808,16.3374596644174
"mmu-miR-181a-5p",4430.61004635264,6441.0211736448,6471.77281298308,4202.85906737254,2001.4539723016,5032.89236853925,7377.84825202451,6616.656908649,9997.32294939955,4176.27928453823,4100.02915060467,4367.30001301993
"mmu-miR-181b-5p",2840.22025578798,3930.22001616559,3196.65633617037,3005.52836097178,2824.41773953554,3265.73929367075,3482.10604719715,3223.65241962477,3865.53272824819,2770.640192592,2984.10384108408,2821.92485112663
"mmu-miR-181c-3p",230.378367142677,217.654589502841,216.359781771293,318.815868568248,242.092949103046,426.844501647608,352.908411496125,230.17569995841,194.165946089154,240.925234138435,180.056826089738,294.074273959512
"mmu-miR-181c-5p",1960.99846814201,2761.10393540747,2079.19372702193,2030.97516273106,1602.53351528903,2598.95261654076,2180.46982817249,1985.71264471892,2126.93231021325,1407.81612719447,1314.48599916105,1751.8212431073
"mmu-miR-181d-5p",2576.45371949419,3620.8395639437,2431.07556990272,2288.38945661209,2073.77733759968,3493.05293360143,2088.80530570596,2127.63444935649,2329.99135306984,1436.11758542157,1393.48326278145,2028.81544559946
"mmu-miR-182-3p",13.355267660445,15.5467563930601,13.0766901070562,11.8079951321573,10.6581801491907,11.7866331815907,18.3329044933052,22.6597839337295,20.7505591240317,9.4338194090351,7.82855765607556,12.624400649777
"mmu-miR-182-5p",988.289806872933,895.493168240262,559.920094583951,737.606095922096,65.4716780593144,247.519296813406,1179.03492022569,892.079914864717,875.970031593052,477.496397780392,687.489699615363,641.616597729845
"mmu-miR-183-3p",281.57355984105,264.294858682022,280.554442296842,314.879870190863,125.614266044034,441.998744309653,387.282607421072,324.392696314443,290.507827736444,335.263428228786,312.430619183379,365.365007040606
"mmu-miR-183-5p",1164.13416440213,1152.01464872575,1028.30335841851,1159.54512197785,808.499094174325,1011.96664887658,1409.34203292284,1093.63272985421,1114.60146151942,803.326006600142,979.993081128732,1069.36099621641
"mmu-miR-1839-3p",10.0164507453338,0,3.56637002919714,6.29759740381725,3.80649291042526,0,2.29161306166315,3.57786062111518,1.48218279457369,2.90271366431849,4.98180941750263,2.22783540878418
"mmu-miR-1839-5p",7.79057280192627,6.21870255722404,4.75516003892952,2.36159902643147,4.56779149251031,4.20951185056812,8.02064571582102,4.77048082815357,0,4.35407049647774,3.55843529821616,4.45567081756837
"mmu-miR-1843a-5p",55.6469485851877,43.5309179005683,53.4955504379571,34.6367857209949,40.3488248505077,79.1388227906807,61.873552664905,40.5490870393053,62.2516773720951,31.2041718914238,27.7557953260861,31.1896957229786
"mmu-miR-1843b-5p",10.0164507453338,6.21870255722404,13.0766901070562,7.87199675477156,9.89688156710567,10.1028284413635,9.16645224665259,8.34834144926875,10.3752795620158,3.62839208039811,4.2701223578594,5.19828262049643
"mmu-miR-185-3p",1.11293897170375,1.55467563930601,0,2.36159902643147,3.04519432834021,5.05141422068175,2.29161306166315,1.19262020703839,1.48218279457369,5.07974891255736,2.1350611789297,2.97044721171225
"mmu-miR-185-5p",501.935476238393,481.949448184863,461.250523776164,502.233392954426,668.420155070675,511.876641029084,645.089076858176,579.613420620659,631.409870488393,632.791578821431,500.316002929193,551.017957772622
"mmu-miR-186-3p",2.22587794340751,1.55467563930601,3.56637002919714,3.14879870190863,3.04519432834021,2.52570711034087,4.5832261233263,3.57786062111518,1.48218279457369,3.62839208039811,0.711687059643233,2.97044721171225
"mmu-miR-186-5p",700.038613201661,536.363095560574,816.698736686145,794.284472556451,841.234933203982,750.976914141353,794.043925866281,733.461427328611,739.609214492272,574.737305535061,796.377819740778,744.097026533918
"mmu-miR-187-3p",14.4682066321488,21.7654589502841,20.2094301654505,26.7647889662233,74.6072610443351,38.7275090252267,20.6245175549683,21.4671637266911,13.3396451511632,59.5056301185291,34.1609788628752,49.7549907961801
"mmu-miR-188-5p",84.5833618494852,88.6165114404426,105.802310866182,94.4639610572588,145.408029178245,106.92160100443,96.2477485898523,100.180097391225,91.8953332635689,161.826286785756,149.454282525079,128.471841906555
"mmu-miR-18a-3p",171.392601642378,242.529399731738,280.554442296842,225.139107186467,398.920457012567,302.242950870791,304.784537201199,337.511518591865,272.721634201559,421.619159742261,392.139569863421,362.394559828894
"mmu-miR-18a-5p",1116.27778861886,1326.13832032803,1329.0672308808,1246.13708628034,959.99751200925,890.732707580214,1543.40139703013,1538.48006707953,1371.01908498066,1573.27080606062,1502.37138290686,1477.79748782684
"mmu-miR-18b-5p",1.11293897170375,0,0,4.72319805286294,0,3.3676094804545,0,1.19262020703839,0,0.725678416079623,1.42337411928647,0
"mmu-miR-190a-5p",367.269860662239,354.46604576177,411.321343367404,428.236623459573,143.12413343199,308.136267461586,473.21809723344,466.314500952011,586.944386651182,542.807455227558,530.918546493852,594.832054145377
"mmu-miR-190b-5p",7.79057280192627,10.8827294751421,9.51032007785904,12.5951948076345,7.61298582085052,15.1542426620452,6.87483918498945,7.15572124223035,8.89309676744215,13.7878899055128,7.82855765607556,8.91134163513674
"mmu-miR-191-3p",2.22587794340751,1.55467563930601,1.18879000973238,0,0,2.52570711034087,1.14580653083157,0,2.96436558914738,0,0.711687059643233,0.742611802928062
"mmu-miR-191-5p",5176.27915739416,5554.85605924038,4642.22498800495,6452.67573988625,5900.06401115915,5458.89496781674,5137.79648424878,5115.14806798766,4182.71984628696,5478.14636298507,5702.74840892123,6134.71610398872
"mmu-miR-192-3p",42.2916809247426,49.7496204577923,22.5870101849152,19.6799918869289,3.80649291042526,9.26092607124987,51.5612938874208,45.3195678674589,32.6080214806212,18.8676388180702,21.350611789297,24.506189496626
"mmu-miR-192-5p",4468.44997139057,5407.1618735063,5064.24544145994,3740.77285786745,4370.61515975028,3421.49123214177,4578.64289720297,5071.02112032724,5807.19218913972,4079.76405519964,3993.27609165818,3883.85972931376
"mmu-miR-1927",0,1.55467563930601,3.56637002919714,3.14879870190863,5.32909007459536,1.68380474022725,1.14580653083157,4.77048082815357,7.41091397286846,3.62839208039811,4.2701223578594,3.71305901464031
"mmu-miR-1933-3p",2.22587794340751,0,1.18879000973238,0.787199675477157,0,0,1.14580653083157,1.19262020703839,0,0.725678416079623,0,1.48522360585612
"mmu-miR-1934-3p",0,3.10935127861202,2.37758001946476,2.36159902643147,2.28389574625515,2.52570711034087,1.14580653083157,0,1.48218279457369,2.17703524823887,1.42337411928647,1.48522360585612
"mmu-miR-1934-5p",0,0,0,1.57439935095431,0.761298582085052,0.841902370113624,1.14580653083157,0,0,1.45135683215925,0.711687059643233,0
"mmu-miR-1936",6.67763383022252,15.5467563930601,20.2094301654505,7.08479707929441,15.225971641701,3.3676094804545,12.6038718391473,20.2745435196527,14.8218279457369,7.98246257687585,12.098680013935,18.5652950732015
"mmu-miR-193a-3p",55.6469485851877,41.9762422612623,30.9085402530419,35.423985396472,30.4519432834021,35.3598995447722,98.5393616515154,34.5859860041134,69.6625913449635,113.931511324501,117.428364841133,187.138174337872
"mmu-miR-193a-5p",6.67763383022252,9.32805383583606,9.51032007785904,1.57439935095431,13.7033744775309,5.89331659079537,17.1870979624736,9.54096165630714,10.3752795620158,10.8851762411943,11.3869929542917,14.8522360585612
"mmu-miR-193b-3p",164.714967812155,298.497722746754,95.1032007785904,245.606298748873,271.022295222278,265.199246585792,403.323898852714,302.925532587752,254.935440666675,227.863022649002,184.326948447597,380.217243099168
"mmu-miR-194-1-3p",8.90351177363003,7.77337819653005,8.32153006812666,3.93599837738578,8.37428440293557,3.3676094804545,1.14580653083157,5.96310103519196,14.8218279457369,4.35407049647774,7.11687059643233,8.16872983220868
"mmu-miR-194-2-3p",279.347681897642,281.396290714388,254.401062082729,231.436704590284,86.0267397756108,218.052713859429,195.932916772199,300.540292173675,284.579096558149,298.979507424805,311.007245064093,300.015168382937
"mmu-miR-194-5p",11832.7671471543,14814.504166947,13347.7342292752,13241.4857412012,11537.480011499,11877.558637563,11406.5040144283,13586.3293985814,14291.2065052795,13344.5003932882,13889.2846559973,13877.9293731196
"mmu-miR-1945",10.0164507453338,3.10935127861202,5.9439500486619,7.87199675477156,6.85168723876547,11.7866331815907,3.43741959249472,7.15572124223035,11.8574623565895,9.4338194090351,12.098680013935,17.8226832702735
"mmu-miR-1947-5p",18.9199625189638,12.4374051144481,11.8879000973238,30.7007873436091,30.4519432834021,19.3637545126134,20.6245175549683,23.8524041407678,16.3040107403106,50.7974891255736,33.449291803232,41.5862609639714
"mmu-miR-1948-5p",0,0,1.18879000973238,1.57439935095431,0,1.68380474022725,0,0,0,0,0,0
"mmu-miR-1954",0,0,0,0.787199675477157,0,0.841902370113624,0,0,0,0,0,0.742611802928062
"mmu-miR-1955-3p",4.45175588681501,3.10935127861202,2.37758001946476,3.14879870190863,4.56779149251031,8.41902370113624,6.87483918498945,3.57786062111518,5.92873117829477,3.62839208039811,4.98180941750263,7.42611802928062
"mmu-miR-1955-5p",0,3.10935127861202,0,0.787199675477157,2.28389574625515,1.68380474022725,2.29161306166315,0,1.48218279457369,0.725678416079623,1.42337411928647,0.742611802928062
"mmu-miR-1958",0,0,0,0,0,0.841902370113624,0,0,1.48218279457369,0,1.42337411928647,0
"mmu-miR-195a-5p",7.79057280192627,9.32805383583606,4.75516003892952,68.4863717665126,20.5550617162964,54.7236540573856,11.4580653083157,7.15572124223035,7.41091397286846,24.6730661467072,40.5661623996643,47.5271553873959
"mmu-miR-1964-3p",3.33881691511126,1.55467563930601,0,0.787199675477157,0.761298582085052,0.841902370113624,1.14580653083157,0,1.48218279457369,2.90271366431849,0.711687059643233,2.97044721171225
"mmu-miR-1968-5p",38.9528640096314,29.5388371468142,53.4955504379571,36.9983847474264,35.0197347759124,21.8894616229542,29.7909698016209,29.8155051759598,40.0189354534897,55.877238038131,44.1245976978804,51.2402144020363
"mmu-miR-196a-1-3p",12.2423286887413,18.6561076716721,14.2654801167886,14.956793834066,18.2711659700412,10.9447308114771,25.2077436782946,23.8524041407678,16.3040107403106,26.1244229788664,20.6389247296538,25.9914131024822
"mmu-miR-196a-5p",4701.05421647665,5302.9986056728,5173.61412235532,4476.01735476311,5260.57320220771,3962.83445612483,4593.53838210378,5061.48015867094,5615.99060863972,5160.2992167422,4897.11865740509,4754.20076234545
"mmu-miR-196b-5p",11463.2714085487,13628.2866541565,13988.4920445209,11360.0785168108,9189.63518434866,11912.0766347377,13231.773818043,11548.1414647528,16361.815869299,10393.1662750924,11477.3772108664,11833.5190796587
"mmu-miR-1981-3p",1.11293897170375,1.55467563930601,2.37758001946476,3.14879870190863,2.28389574625515,2.52570711034087,5.72903265415787,3.57786062111518,4.44654838372108,2.90271366431849,1.42337411928647,0.742611802928062
"mmu-miR-1981-5p",73.4539721324477,57.5229986543224,66.5722405450133,56.6783766343553,54.8134979101237,53.0398493171583,134.059364107294,62.0162507659964,85.9666020852741,83.4530178491566,71.1687059643233,79.4594629133026
"mmu-miR-1983",22.2587794340751,18.6561076716721,21.3982201751828,24.4031899397919,33.4971376117423,31.9922900643177,29.7909698016209,19.0819233126143,22.2327419186054,23.9473877306276,34.1609788628752,26.7340249054102
"mmu-miR-199a-5p",8.90351177363003,4.66402691791803,7.13274005839428,15.7439935095431,3.04519432834021,13.470437921818,9.16645224665259,4.77048082815357,4.44654838372108,6.53110574471661,6.4051835367891,12.624400649777
"mmu-miR-199b-5p",2.22587794340751,0,2.37758001946476,4.72319805286294,3.04519432834021,1.68380474022725,3.43741959249472,1.19262020703839,2.96436558914738,0,2.1350611789297,1.48522360585612
"mmu-miR-19a-3p",6847.91349289319,6901.20516287938,8251.39145755245,6547.92690061899,6506.81898108094,5126.34353162186,7841.8998970113,8267.24327519014,10358.9755512755,4799.63704395063,6050.05169402712,6125.06215055065
"mmu-miR-19a-5p",0,4.66402691791803,0,0,0,1.68380474022725,1.14580653083157,1.19262020703839,2.96436558914738,2.17703524823887,0.711687059643233,0
"mmu-miR-19b-1-5p",8.90351177363003,15.5467563930601,9.51032007785904,7.87199675477156,6.85168723876547,9.26092607124987,12.6038718391473,13.1188222774223,5.92873117829477,18.8676388180702,14.2337411928647,10.3965652409929
"mmu-miR-19b-3p",11592.3723292663,11969.447747017,13554.5836909686,10711.4259842177,10777.7040265781,9043.71525976055,13078.2357429116,13353.7684582089,16933.9384280044,7399.01713034783,9197.1318717695,10145.5624516032
"mmu-miR-1a-1-5p",0,0,0,0.787199675477157,0,0.841902370113624,0,0,0,0,0,0
"mmu-miR-1a-3p",5.56469485851877,0,9.51032007785904,16.5311931850203,9.89688156710567,10.9447308114771,5.72903265415787,8.34834144926875,0,2.17703524823887,3.55843529821616,4.45567081756837
"mmu-miR-1b-3p",0,1.55467563930601,1.18879000973238,1.57439935095431,0.761298582085052,0.841902370113624,2.29161306166315,1.19262020703839,1.48218279457369,1.45135683215925,0.711687059643233,1.48522360585612
"mmu-miR-200a-3p",7072.72716517735,7889.978869478,7484.62190127507,6617.20047206098,6633.19454570706,6299.11353319014,8843.33480495809,7934.50223742642,9102.08454147704,6445.47569161921,6159.65150121218,6575.08490312506
"mmu-miR-200a-5p",2060.05003662365,2156.33511171744,2025.69817658398,1823.15444840509,2045.60929006253,2060.13509966804,2062.45175549683,2114.51562707907,2049.85880489542,2063.82941533045,1896.64601394922,1629.29029562417
"mmu-miR-200b-3p",10571.807292214,12222.8598762239,11949.7171778299,7490.99211184062,7327.49885256862,7944.19076439216,13360.1041494962,12090.7836589552,17061.4061483378,7490.45261077387,7136.79783410234,7473.64518466801
"mmu-miR-200b-5p",904.819383995151,999.656436073765,810.754786637483,810.028466065994,837.428440293557,929.460216605441,728.732953608881,887.309434036564,877.452214387626,851.946460477477,782.144078547913,806.476417979875
"mmu-miR-200c-3p",15588.9361766545,18023.3546864746,16259.0809631098,12628.2571940045,12503.5679121649,13968.0022225551,15500.4707490895,15978.7255339004,19852.35635052,11284.2993700381,11187.7205775916,11828.3207970382
"mmu-miR-200c-5p",5.56469485851877,4.66402691791803,4.75516003892952,4.72319805286294,6.85168723876547,5.89331659079537,9.16645224665259,4.77048082815357,4.44654838372108,10.1594978251147,8.5402447157188,8.91134163513674
"mmu-miR-203-3p",3783.99250379276,4034.3832839991,4224.95969458888,3185.79708665605,2781.78501893878,3146.18915711461,4340.31513879,4301.78108678748,4124.91471729858,2946.98004769935,2952.78961045977,3392.25071577539
"mmu-miR-203-5p",8.90351177363003,3.10935127861202,10.6991100875914,4.72319805286294,3.80649291042526,1.68380474022725,4.5832261233263,7.15572124223035,5.92873117829477,4.35407049647774,1.42337411928647,4.45567081756837
"mmu-miR-204-5p",0,0,0,0,0,0,1.14580653083157,3.57786062111518,0,0.725678416079623,0.711687059643233,0
"mmu-miR-205-5p",2314.91306114381,2938.33695828836,3638.88621979082,3223.58267107896,1668.76649193043,4579.106991048,4642.80806292954,3551.62297656033,4571.05173846526,2784.42808249751,2489.48133463203,4454.18559396251
"mmu-miR-206-3p",2.22587794340751,1.55467563930601,2.37758001946476,11.8079951321573,0.761298582085052,1.68380474022725,2.29161306166315,0,0,0,0,0
"mmu-miR-20a-3p",14.4682066321488,7.77337819653005,8.32153006812666,14.1695941585888,2.28389574625515,5.05141422068175,21.7703240857999,1.19262020703839,13.3396451511632,11.610854657274,9.96361883500526,16.3374596644174
"mmu-miR-20a-5p",6154.55251352175,7899.30692331384,6578.76391385899,5847.31918944432,4884.49170265769,5284.62117720322,6325.99785672112,7211.77439196116,7788.87058548475,5399.77309404847,5591.72522761688,6084.21850138961
"mmu-miR-20b-5p",2.22587794340751,9.32805383583606,11.8879000973238,13.3823944831117,6.85168723876547,8.41902370113624,0,2.38524041407678,1.48218279457369,4.35407049647774,6.4051835367891,2.22783540878418
"mmu-miR-210-3p",4511.85459128701,4067.03147242452,4377.12481583463,3440.84978151065,5118.2103673578,3800.3472986929,4258.96287510096,4312.51466865083,5506.30908184126,4600.80115794481,3928.51256923065,4233.62988849288
"mmu-miR-210-5p",127.987981745932,88.6165114404426,96.2919907883228,114.143952944188,141.60153626782,80.8226275309079,100.830974713179,114.491539875686,93.3775160581426,174.162819859109,139.490663690074,196.049515973008
"mmu-miR-211-5p",0,0,0,0,0,2.52570711034087,1.14580653083157,0,0,0,0,0
"mmu-miR-212-3p",18.9199625189638,7.77337819653005,3.56637002919714,9.44639610572588,3.04519432834021,15.1542426620452,10.3122587774842,3.57786062111518,0,6.53110574471661,5.69349647714586,2.22783540878418
"mmu-miR-212-5p",10.0164507453338,7.77337819653005,3.56637002919714,10.233595781203,0.761298582085052,16.8380474022725,2.29161306166315,0,1.48218279457369,3.62839208039811,3.55843529821616,3.71305901464031
"mmu-miR-214-3p",14.4682066321488,1.55467563930601,4.75516003892952,20.4671915624061,10.6581801491907,29.4665829539769,12.6038718391473,7.15572124223035,4.44654838372108,13.7878899055128,23.4856729682267,31.1896957229786
"mmu-miR-214-5p",0,1.55467563930601,0,2.36159902643147,2.28389574625515,1.68380474022725,2.29161306166315,0,0,2.90271366431849,2.84674823857293,7.42611802928062
"mmu-miR-215-3p",38.9528640096314,9.32805383583606,16.6430601362533,12.5951948076345,12.1807773133608,0.841902370113624,5.72903265415787,11.9262020703839,10.3752795620158,15.9649251537517,22.0622988489402,10.3965652409929
"mmu-miR-215-5p",3801.79952734002,3463.81732437379,4598.23975764485,2722.13647780001,3700.67240751544,1790.72634123168,2631.91760132013,3905.83117805073,5018.67094242652,3231.44598680256,3283.72409319388,3120.45479590371
"mmu-miR-216a-5p",0,0,0,0,170.530882387052,0.841902370113624,0,0,0,0,0,0.742611802928062
"mmu-miR-216b-5p",0,0,0,0,6.85168723876547,0,0,0,0,0,0,0
"mmu-miR-217-5p",1.11293897170375,0,0,0,153.021014999095,0,0,0,0,0,0,0
"mmu-miR-218-1-3p",0,0,0,1.57439935095431,2.28389574625515,3.3676094804545,0,0,1.48218279457369,2.17703524823887,2.84674823857293,5.19828262049643
"mmu-miR-218-5p",151.35970015171,171.014320323661,190.206401557181,144.05754061232,149.21452208867,157.435743211248,320.825828632841,310.081253829982,330.526763189933,284.465939103212,200.695750819392,441.111410939269
"mmu-miR-219a-1-3p",2.22587794340751,0,0,3.14879870190863,0,0,1.14580653083157,0,0,2.90271366431849,0.711687059643233,1.48522360585612
"mmu-miR-219a-5p",110.180958198672,20.2107833109781,46.3628103795628,39.3599837738578,41.1101234325928,42.9370208757948,56.1445200107471,34.5859860041134,37.0545698643423,40.6379913004589,40.5661623996643,26.7340249054102
