"","HVA_1_miR","HVA_2_miR","HVA_3_miR","HVA_4_miR","HVA_5_miR","HVA_6_miR","HVAK_1_miR","HVAK_2_miR","HVAK_3_miR","HVAK_4_miR","HVAK_5_miR","HVAK_6_miR"
"mmu-miR-107-3p",115.74565305719,35.7575397040382,28.5309602335771,55.103977283401,53.2909007459536,43.7789232459085,41.2490351099367,28.6228849689214,44.4654838372108,88.532766761714,74.0154542028962,59.4089442342449
"mmu-miR-10a-3p",2.22587794340751,3.10935127861202,5.9439500486619,26.7647889662233,0,9.26092607124987,14.8954849008105,36.9712264181902,0,24.6730661467072,33.449291803232,15.5948478614893
"mmu-miR-10a-5p",46.7434368115576,295.388371468142,106.991100875914,850.175649515329,59.381289402634,224.787932820338,507.592293158387,1146.1080189639,84.4844192907004,579.817054447619,1031.94623648269,718.848225234364
"mmu-miR-10b-3p",0,0,1.18879000973238,0,0,0,1.14580653083157,1.19262020703839,0,1.45135683215925,2.1350611789297,0
"mmu-miR-10b-5p",1.11293897170375,29.5388371468142,7.13274005839428,105.484756513939,2.28389574625515,16.8380474022725,58.4361330724103,156.233247122029,10.3752795620158,75.4705552722808,121.698487198993,42.3288727668995
"mmu-miR-1191b-5p",0,0,4.75516003892952,3.14879870190863,2.28389574625515,0.841902370113624,2.29161306166315,2.38524041407678,0,0.725678416079623,1.42337411928647,2.22783540878418
"mmu-miR-1193-3p",1.11293897170375,1.55467563930601,1.18879000973238,0.787199675477157,0,0,0,0,0,0,0,0
"mmu-miR-1193-5p",1.11293897170375,1.55467563930601,2.37758001946476,0.787199675477157,0,0.841902370113624,0,0,0,0,0,0
"mmu-miR-1194",0,3.10935127861202,1.18879000973238,0,0.761298582085052,0,1.14580653083157,3.57786062111518,1.48218279457369,0,0.711687059643233,2.22783540878418
"mmu-miR-1198-3p",0,3.10935127861202,0,0,0,0,1.14580653083157,3.57786062111518,1.48218279457369,0,0,0.742611802928062
"mmu-miR-1198-5p",823.574839060777,716.705469720071,759.636816218991,832.070056979354,1253.85876469408,969.871530370895,570.611652354124,735.846667742688,1046.42105296903,1151.65164631836,1036.21635884055,1035.20085328172
"mmu-miR-1199-5p",0,0,0,0.787199675477157,0.761298582085052,1.68380474022725,2.29161306166315,1.19262020703839,0,0.725678416079623,0.711687059643233,0
"mmu-miR-122-5p",1.11293897170375,0,1.18879000973238,0,0,1.68380474022725,1.14580653083157,0,0,0,0,0
"mmu-miR-1224-5p",2.22587794340751,0,0,0.787199675477157,5.32909007459536,1.68380474022725,1.14580653083157,0,0,0.725678416079623,1.42337411928647,2.97044721171225
"mmu-miR-1231-5p",0,0,0,0.787199675477157,0.761298582085052,1.68380474022725,0,1.19262020703839,0,0.725678416079623,0,0
"mmu-miR-1247-5p",15.5811456038525,48.1949448184863,8.32153006812666,25.9775892907462,26.6454503729768,60.6169706481809,12.6038718391473,58.4383901448812,38.536752658916,77.6475905205196,62.6284612486045,38.6158137522592
"mmu-miR-1249-3p",5.56469485851877,1.55467563930601,4.75516003892952,1.57439935095431,0.761298582085052,0.841902370113624,3.43741959249472,2.38524041407678,1.48218279457369,6.53110574471661,2.84674823857293,7.42611802928062
"mmu-miR-125a-3p",8.90351177363003,6.21870255722404,4.75516003892952,28.3391883171776,16.7485688058711,53.0398493171583,17.1870979624736,7.15572124223035,4.44654838372108,5.80542732863698,7.82855765607556,8.16872983220868
"mmu-miR-125a-5p",363.931043747127,565.901932707388,145.03238118735,439.257418916253,134.749849029054,789.70442316658,425.094222938514,387.601567287478,197.130311678301,132.073471726491,167.24645901616,252.488012995541
"mmu-miR-125b-1-3p",0,0,0,1.57439935095431,0,4.20951185056812,2.29161306166315,0,0,1.45135683215925,1.42337411928647,4.45567081756837
"mmu-miR-125b-5p",254.863024520159,304.716425303978,178.318501459857,379.430243579989,114.956085894843,674.363798461013,823.834895667902,256.413344513254,176.379752554269,200.287242837976,282.539762678364,919.35341202494
"mmu-miR-126a-3p",28.9364132642976,17.1014320323661,36.8524903017038,122.803149374436,48.7231092534433,132.178672107839,41.2490351099367,36.9712264181902,29.6436558914738,73.2935200240419,126.680296616495,130.699677315339
"mmu-miR-126a-5p",42.2916809247426,45.0855935398743,73.7049806034076,257.41429388103,98.2075170889717,323.290510123632,51.5612938874208,85.8686549067642,63.7338601666687,161.826286785756,231.298294384051,250.260177586757
"mmu-miR-127-3p",31.1622912077051,31.0935127861202,43.9852303600981,43.2959821512436,223.06048455092,62.3007753884082,30.9367763324525,21.4671637266911,13.3396451511632,63.8597006150068,78.9972636203989,35.645366540547
"mmu-miR-128-1-5p",0,1.55467563930601,0,0,0.761298582085052,0,0,0,1.48218279457369,0,0,0
"mmu-miR-128-3p",42.2916809247426,43.5309179005683,47.5516003892952,34.6367857209949,31.2132418654871,38.7275090252267,60.7277461340734,48.8974284885741,53.3585806046529,50.7974891255736,41.2778494593075,34.1601429346908
"mmu-miR-129-1-3p",0,0,0,0,0.761298582085052,0,0,0,0,0.725678416079623,0.711687059643233,0
"mmu-miR-1306-3p",3.33881691511126,7.77337819653005,7.13274005839428,4.72319805286294,21.3163602983814,11.7866331815907,5.72903265415787,2.38524041407678,8.89309676744215,14.5135683215925,19.2155506103673,14.1096242556332
"mmu-miR-1306-5p",2.22587794340751,3.10935127861202,2.37758001946476,1.57439935095431,0,0.841902370113624,1.14580653083157,5.96310103519196,0,0.725678416079623,2.84674823857293,0.742611802928062
"mmu-miR-130a-3p",38.9528640096314,26.4294858682022,40.4188603309009,95.2511607327359,25.8841517908918,51.3560445769311,87.0812963431997,36.9712264181902,53.3585806046529,63.8597006150068,83.9790730379015,129.957065512411
"mmu-miR-130a-5p",1.11293897170375,1.55467563930601,1.18879000973238,0,0,1.68380474022725,0,0,0,0,0.711687059643233,0.742611802928062
"mmu-miR-130b-3p",221.474855369047,230.09199461729,185.451241518251,221.203108809081,271.783593804363,158.277645581361,166.141946970578,189.626612919104,210.469956829464,275.032119694177,219.199614370116,258.428907418965
"mmu-miR-130b-5p",56.7598875568914,46.6402691791803,72.5161905936752,32.2751866945634,12.1807773133608,13.470437921818,46.9780677640945,58.4383901448812,38.536752658916,56.6029164542106,38.4311012207346,35.645366540547
"mmu-miR-132-3p",559.808302766988,531.699068642656,287.687182355236,472.319805286294,239.047754774706,732.455061998853,277.285180461241,267.1469263766,182.308483732564,195.933172341498,175.786703731879,234.665329725267
"mmu-miR-132-5p",6.67763383022252,3.10935127861202,2.37758001946476,1.57439935095431,0.761298582085052,4.20951185056812,1.14580653083157,0,1.48218279457369,0.725678416079623,0,0.742611802928062
"mmu-miR-133a-3p",191.425503133046,222.318616420759,446.985043659375,1055.63476481487,459.063044997286,990.919089623736,139.788396761452,301.732912380713,158.593559019385,200.287242837976,189.3087578651,328.234416894203
"mmu-miR-133a-5p",1.11293897170375,0,0,0.787199675477157,0,0,0,0,0,0,0,0
"mmu-miR-134-5p",17.8070235472601,9.32805383583606,17.8318501459857,3.93599837738578,35.7810333579974,10.1028284413635,5.72903265415787,0,13.3396451511632,9.4338194090351,9.96361883500526,1.48522360585612
"mmu-miR-135a-5p",15.5811456038525,12.4374051144481,21.3982201751828,31.4879870190863,15.9872702237861,47.146532726363,14.8954849008105,10.7335818633455,13.3396451511632,10.8851762411943,19.9272376700105,26.7340249054102
"mmu-miR-135b-5p",1040.59793854301,1120.92113593963,1162.63662951827,1610.61053602626,439.269281863075,1835.3471668477,3758.24542112756,2716.78883163346,2392.24303044194,1634.95347142739,2547.12798646313,3398.19161019881
"mmu-miR-136-3p",6.67763383022252,0,3.56637002919714,3.93599837738578,12.9420758954459,1.68380474022725,3.43741959249472,1.19262020703839,1.48218279457369,2.90271366431849,8.5402447157188,2.97044721171225
"mmu-miR-136-5p",63.4375213871139,54.4136473757104,83.2153006812666,66.1247727400811,125.614266044034,55.5655564274992,42.3948416407682,33.393365797075,45.9476666317844,69.6651279436438,78.2855765607556,41.5862609639714
"mmu-miR-137-3p",34.5011081228163,55.9683230150164,49.92918040876,29.9135876681319,60.9038865668041,47.9884350964766,25.2077436782946,34.5859860041134,37.0545698643423,37.7352776361404,33.449291803232,30.4470839200505
