"","HVA1","HVA2","HVA3","HVA4","HVA5","HVA6","HVAK1","HVAK2","HVAK3","HVAK4","HVAK5","HVAK6"
"peak9004",45.9937061896651,100.391369570235,130.839468120415,87.8924674569504,9.05973518427201,4.82023446330812,160.169178879211,188.0455823141,39.3522285422811,51.2870347190297,77.8711460100438,74.5084397307989
"peak9011",2.93576848019139,26.5184749808167,19.0108628892911,5.92533488473823,0,0,41.9720438629257,34.5672026312684,16.2038588115275,3.41913564793531,11.3454649815958,11.3536670065979
"peak9027",3.91435797358852,5.68253035303215,2.23657210462248,32.0955639589988,9.05973518427201,21.6910550848866,11.0960575729574,4.83940836837758,13.8890218384521,20.5148138876119,28.3636624539895,24.836146576933
"peak9039",6.36083170708135,5.68253035303215,7.82800236617869,8.39422442004583,9.05973518427201,0,28.4637998610646,21.4316656313864,18.5186957846029,9.4026230318221,21.6595240557738,8.51525025494845
"peak9041",68.0119697911006,54.9311267459775,102.882316812634,184.672937241008,40.768808329224,130.146330509319,217.09677860134,157.626443998584,99.5379898422403,357.29967520924,283.636624539895,278.874445849562
"peak9052",97.3696545930145,30.3068285495048,60.3874468248071,197.017384917546,18.119470368544,16.8708206215784,98.8996435850548,66.3690290520354,76.3896201114868,187.197676724458,286.215139308439,224.944527568222
"peak9053",12.2323686674641,24.6242981964727,30.1937234124035,21.7262279107068,4.529867592136,0,87.3211487263167,47.7027396311504,9.25934789230143,11.9669747677736,24.2380388243183,10.6440628186856
"peak9058",13.2109581608613,7.57670713737621,11.1828605231124,20.2448941895223,9.05973518427201,2.41011723165406,13.0258067160804,14.5182251051327,16.2038588115275,29.0626530074501,22.1752270094827,29.8033758923196
"peak9068",264.219163217225,278.443987298576,495.40072117388,614.753494291591,163.075233316896,185.579026837363,718.831555813325,658.159538099351,347.225545961303,918.037921470631,922.076881231512,632.257331429922
"peak9101",15.1681371476555,24.6242981964727,20.1291489416024,36.0457872154909,0,0,49.6910404354178,34.5672026312684,18.5186957846029,10.2574069438059,29.3950683614073,15.6112921340722
"peak9110",26.9112110684211,20.8359446277846,20.1291489416024,108.137361646473,0,36.1517584748109,38.5949828624604,36.6412347891445,27.7780436769043,128.217586797574,113.454649815958,95.0869611802577
"peak9111",19.5717898679426,35.989358902537,20.1291489416024,70.1164628027357,4.529867592136,2.41011723165406,97.4523317277125,47.7027396311504,23.1483697307536,55.5609542789488,100.562075973235,50.3818973417783
"peak9128",6.85012645377992,11.3650607060643,6.70971631386745,54.3155697767671,0,24.1011723165406,5.78924742936906,15.2095691577581,39.3522285422811,80.3496877264798,47.9603746949276,48.2530847780412
"peak9164",22.0182636014354,20.8359446277846,50.3228723540059,30.1204523307527,0,4.82023446330812,31.3584235757491,46.3200515258997,106.482500761466,15.3861104157089,39.7091274355852,26.9649591406701
"peak9168",21.5289688547369,32.2010053338489,38.0217257785822,49.8715686132134,0,0,35.7003591477759,42.8633312627728,62.5005982730346,23.9339495355472,74.7769282877904,29.8033758923196
"peak9218",18.1039056278469,28.4126517651608,22.3657210462248,35.5520093084294,9.05973518427201,45.7922274014272,42.9369184344872,18.666289420885,16.2038588115275,68.3827129587062,35.583503805914,64.5739811000257
"peak9232",2.44647373349283,1.89417678434405,4.47314420924497,5.43155697767671,0,0,1.92974914312302,4.14806431575221,6.94451091922607,24.788733447531,14.9553856575581,20.5785214494588
"peak9249",13.2109581608613,18.9417678434405,25.7205792031586,21.2324500036453,0,0,21.2272405743532,25.5797299471386,30.0928806499796,27.3530851834825,54.6645130931433,40.4474387110051
"peak9253",230.457825695024,286.020694435952,343.313818059551,593.521044287946,122.306424987672,127.736213277665,164.993551737018,201.181119313982,319.447502284399,767.595952961477,686.400631386545,458.404305391392
"peak9254",14.678842400957,37.883535686881,27.9571513077811,17.2822267471532,0,0,35.2179218619951,43.5546753153982,18.5186957846029,12.8217586797574,30.9421772225339,13.482479570335
"peak9257",43.0579377094737,111.756430276299,55.9143026155621,168.378266307978,4.529867592136,200.039730227287,128.328318017681,60.8382766310324,37.0373915692057,33.3365725673693,22.6909299631916,144.759254334124
"peak9285",26.4219163217225,62.5078338833537,68.2154491909858,47.4026790779059,0,4.82023446330812,93.5928334414665,61.5296206836578,23.1483697307536,19.660029975628,51.054592417181,19.159313073634
"peak9289",7.33942120047848,39.7777124712251,23.4840070985361,16.2946709330301,4.529867592136,7.23035169496218,26.0516134321608,29.7277942628908,16.2038588115275,21.3695977995957,23.7223358706094,15.6112921340722
"peak9290",17.1253161344498,53.0369499616334,42.4948699878272,45.9213453567213,27.179205552816,28.9214067798487,42.9369184344872,25.5797299471386,16.2038588115275,26.4983012714987,21.6595240557738,18.4497088857216
"peak9298",22.9968530948326,39.7777124712251,31.3120094647148,42.9586779143522,0,0,45.349104863391,26.271073999764,25.4632067038289,35.0461403913369,65.4942751210302,42.5762512747423
"peak9299",9.29660018727274,24.6242981964727,19.0108628892911,23.2075616318914,4.529867592136,4.82023446330812,26.0516134321608,14.5182251051327,9.25934789230143,11.9669747677736,20.1124151946471,38.318626147268
"peak9346",9.29660018727274,22.7301214121286,10.0645744708012,12.344447676538,0,2.41011723165406,6.75412200093057,13.8268810525074,25.4632067038289,32.4817886553854,22.6909299631916,36.1898135835309
"peak9348",5.38224221368422,43.5660660399132,26.8388652554698,19.7511162824608,0,4.82023446330812,37.1476710051181,35.2585466838938,25.4632067038289,19.660029975628,37.1306126670407,19.159313073634
"peak9354",9.78589493397131,22.7301214121286,15.6560047323574,9.38178023416887,0,2.41011723165406,11.0960575729574,19.3576334735103,20.8335327576782,9.4026230318221,18.5653063335204,14.1920837582474
"peak9403",13.2109581608613,20.8359446277846,23.4840070985361,5.43155697767671,0,2.41011723165406,13.5082440018611,35.2585466838938,16.2038588115275,17.0956782396766,8.25124725934239,1.41920837582474
"peak9409",5.38224221368422,17.0475910590965,3.35485815693373,3.45644534943063,0,2.41011723165406,2.41218642890378,8.98747268412979,4.62967394615071,30.7722208314178,23.7223358706094,20.5785214494588
"peak9410",13.2109581608613,20.8359446277846,6.70971631386745,15.3071151189071,0,0,4.3419355720268,17.2836013156342,11.5741848653768,52.1418186310135,23.2066329169005,25.5457507648454
"peak9411",25.4433268283254,30.3068285495048,17.8925768369799,16.2946709330301,0,2.41011723165406,12.5433694302996,17.9749453682596,23.1483697307536,47.0131151591105,33.5206919910784,17.7401046978093
"peak9412",31.8041585354067,34.0951821181929,27.9571513077811,26.664006981322,22.64933796068,2.41011723165406,12.0609321445189,37.3325788417699,25.4632067038289,124.798451149639,51.054592417181,33.3513968318814
"peak9413",21.0396741080383,26.5184749808167,14.5377186800461,19.7511162824608,0,2.41011723165406,5.78924742936906,20.7403215787611,18.5186957846029,100.009717702108,48.4760776486365,32.6417926439691
"peak9414",30.3362742953111,35.989358902537,19.0108628892911,26.664006981322,27.179205552816,2.41011723165406,13.0258067160804,45.6287074732743,39.3522285422811,119.669747677736,59.8215426302323,40.4474387110051
"peak9415",145.809834516172,128.804021335396,116.301749440369,318.980527961741,638.711330491176,228.961137007136,61.2695352941559,158.317788051209,254.632067038289,1604.42940279364,578.103011107676,459.113909579304
"peak9416",25.4433268283254,60.6136570990097,31.3120094647148,12.344447676538,0,0,6.75412200093057,34.5672026312684,9.25934789230143,33.3365725673693,22.1752270094827,12.7728753824227
"peak9417",8.80730544057418,9.47088392172026,5.59143026155621,6.91289069886127,9.05973518427201,2.41011723165406,2.89462371468453,11.7528488946313,9.25934789230143,18.8052460636442,13.4082767964314,7.09604187912371
"peak9418",72.4156225113877,62.5078338833537,51.4411584063171,57.7720151261978,0,4.82023446330812,28.9462371468453,85.7266625255457,76.3896201114868,100.009717702108,93.3422346213108,51.8011057176031
"peak9425",82.201517445359,96.6030160015466,86.1080260279656,80.4857988510276,4.529867592136,0,40.5247320055834,66.3690290520354,136.575381411446,74.366200342593,200.608448992762,100.054190495644
"peak9432",3.42506322688996,5.68253035303215,1.11828605231124,14.8133372118456,0,4.82023446330812,1.92974914312302,2.07403215787611,6.94451091922607,28.2078690954663,18.5653063335204,20.5785214494588
"peak9449",1.95717898679426,3.7883535686881,0,1.97511162824608,0,0,8.68387114405359,4.83940836837758,4.62967394615071,0,4.12562362967119,2.83841675164948
"peak9454",10.2751896806699,15.1534142747524,10.0645744708012,33.5768976801833,0,7.23035169496218,37.1476710051181,20.7403215787611,16.2038588115275,85.4783911983828,47.9603746949276,58.1875434088144
"peak9501",6.36083170708135,11.3650607060643,15.6560047323574,25.676451167199,0,7.23035169496218,42.4544811487064,26.9624180523894,16.2038588115275,30.7722208314178,26.8165535928628,24.836146576933
"peak9507",22.0182636014354,66.2961874520418,62.6240189294296,102.212026761734,9.05973518427201,7.23035169496218,191.52760245496,120.293865156814,20.8335327576782,72.6566325186253,116.548867538211,50.3818973417783
"peak9508",13.7002529075598,30.3068285495048,22.3657210462248,52.8342360555826,0,4.82023446330812,59.3397861510329,60.8382766310324,27.7780436769043,57.2705221029164,68.0727898895747,51.0915015296907
"peak9552",10.7644844273684,39.7777124712251,35.7851536739597,7.40666860592279,0,0,15.4379931449842,20.7403215787611,27.7780436769043,43.5939795111752,37.6463156207496,48.2530847780412
"peak9576",2.44647373349283,5.68253035303215,3.35485815693373,18.7635604683377,0,0,7.71899657249208,6.22209647362832,2.31483697307536,30.7722208314178,37.6463156207496,27.6745633285825
"peak9583",5.38224221368422,11.3650607060643,5.59143026155621,18.2697825612762,0,0,12.0609321445189,14.5182251051327,18.5186957846029,17.9504621516604,17.0181974723937,14.9016879461598
"peak9590",1.95717898679426,0,0,6.41911279179975,0,4.82023446330812,0.96487457156151,2.76537621050147,6.94451091922607,35.0461403913369,18.0496033798115,17.0305005098969
"peak9604",25.4433268283254,39.7777124712251,57.0325886678733,40.4897883790446,0,2.41011723165406,53.0681014358831,51.1594598942773,34.7225545961303,15.3861104157089,33.0049890373695,17.7401046978093
"peak9665",1.4678842400957,0,0,3.45644534943063,4.529867592136,4.82023446330812,1.44731185734227,0,6.94451091922607,24.788733447531,13.9239797501403,31.2225842681443
"peak9738",3.91435797358852,5.68253035303215,2.23657210462248,11.3568918624149,0,0,11.0960575729574,11.7528488946313,13.8890218384521,29.0626530074501,21.6595240557738,14.1920837582474
"peak9752",3.42506322688996,11.3650607060643,4.47314420924497,21.2324500036453,4.529867592136,19.2809378532325,13.9906812876419,11.7528488946313,9.25934789230143,29.0626530074501,13.9239797501403,19.8689172615464
"peak9754",15.6574318943541,28.4126517651608,23.4840070985361,33.5768976801833,0,2.41011723165406,36.1827964335566,35.2585466838938,43.9819024884318,30.7722208314178,53.1174042320166,27.6745633285825
"peak9772",17.6146108811484,13.2592374904084,36.903439726271,70.6102407097973,0,0,24.1218642890378,49.7767717890265,50.9264134076578,75.2209842545768,133.567065010605,68.8316062275
"peak9792",4.40365272028709,24.6242981964727,26.8388652554698,11.3568918624149,0,2.41011723165406,44.3842302918295,38.7152669470206,4.62967394615071,11.1121908557898,22.1752270094827,5.67683350329897
"peak9798",18.5932003745455,15.1534142747524,8.94628841848994,45.9213453567213,0,4.82023446330812,30.3935490041876,17.2836013156342,18.5186957846029,32.4817886553854,47.4446717412187,37.6090219593557
"peak9818",3.91435797358852,7.57670713737621,3.35485815693373,27.1577848883836,0,7.23035169496218,19.779928717011,14.5182251051327,27.7780436769043,64.1087933987871,69.1041957969925,101.473398871469
"peak9832",6.85012645377992,5.68253035303215,8.94628841848994,31.1080081448757,4.529867592136,4.82023446330812,23.1569897174762,24.1970418418879,13.8890218384521,24.788733447531,67.5570869358658,26.9649591406701
"peak9856",8.80730544057418,7.57670713737621,3.35485815693373,12.344447676538,0,0,4.3419355720268,6.22209647362832,18.5186957846029,24.788733447531,41.7719392504208,17.7401046978093
"peak9879",2.93576848019139,0,0,6.41911279179975,0,0,1.44731185734227,0.691344052625369,41.6670655153564,33.3365725673693,26.8165535928628,31.9321884560567
"peak9898",9.29660018727274,17.0475910590965,10.0645744708012,16.2946709330301,4.529867592136,0,34.2530472904336,26.9624180523894,13.8890218384521,25.6435173595148,31.9735831299517,22.7073340131959
"peak9907",4.40365272028709,7.57670713737621,19.0108628892911,9.87555814123039,4.529867592136,0,41.0071692913642,40.0979550522714,9.25934789230143,11.1121908557898,20.1124151946471,19.8689172615464
"peak9919",5.38224221368422,18.9417678434405,11.1828605231124,9.87555814123039,9.05973518427201,0,5.30681014358831,7.60478457887905,18.5186957846029,25.6435173595148,14.9553856575581,20.5785214494588
"peak9920",1.4678842400957,11.3650607060643,5.59143026155621,4.93777907061519,0,4.82023446330812,1.44731185734227,4.83940836837758,13.8890218384521,37.6104921272884,15.9867915649759,31.9321884560567
"peak9921",1.4678842400957,13.2592374904084,5.59143026155621,2.96266744236912,0,0,1.44731185734227,6.91344052625369,11.5741848653768,31.6270047434016,6.18843544450679,17.0305005098969
"peak9950",38.1649902424881,18.9417678434405,44.7314420924497,74.5604639662894,13.589602776408,21.6910550848866,55.4802878647868,60.1469325784071,32.407717623055,52.9966025429973,62.4000573987768,26.9649591406701
"peak9987",10.7644844273684,22.7301214121286,29.0754373600923,14.8133372118456,0,0,18.3326168596687,20.0489775261357,13.8890218384521,19.660029975628,18.5653063335204,6.38643769121134
"peak10019",4.40365272028709,1.89417678434405,5.59143026155621,18.2697825612762,0,7.23035169496218,26.0516134321608,15.2095691577581,2.31483697307536,9.4026230318221,21.1438211020649,14.1920837582474
"peak10034",15.1681371476555,17.0475910590965,27.9571513077811,30.6142302378142,0,0,37.6301082908989,33.8758585786431,25.4632067038289,28.2078690954663,58.2744337691056,26.2553549527577
"peak10038",2.93576848019139,11.3650607060643,8.94628841848994,12.8382255835995,0,2.41011723165406,46.3139794349525,28.3451061576401,11.5741848653768,0.854783911983828,5.15702953708899,4.25762512747422
"peak10060",3.91435797358852,7.57670713737621,3.35485815693373,6.41911279179975,4.529867592136,0,4.82437285780755,4.83940836837758,13.8890218384521,14.5313265037251,19.0810092872293,19.159313073634
"peak10063",11.253779174067,45.4602428242572,38.0217257785822,22.7137837248299,0,0,32.8057354330913,33.1845145260177,46.2967394615071,97.4453659661563,61.8843544450679,67.4123978516752
