geneSymbol,half_life
A330032P22Rik,7.676
A330035P11Rik,7.205
A330044H09,5.54
A330048O09Rik,16.008
A330049M08Rik,7.805
A330049N07Rik,5.196
A330050F15Rik,24
A330058E17Rik,7.6
A330074K22Rik,8.381
A330076H08Rik,7.235
A330087D11Rik,6.022
A330094K24Rik,4.705
A330102H22Rik,14.233
A330102K04Rik,8.401
A330104H05Rik,1.477
A3galt2,6.876
A430005L14Rik,2.778
A430010J10Rik,4.426
A430018G15Rik,14.623
A430027C01Rik,1.463
A430033K04Rik,1.458
A430041B07Rik,3.394
A430048G15Rik,5.427
A430057M04Rik,10.534
A430060F13Rik,22.359
A430072C10Rik,22.145
A430075N02,4.175
A430078I02Rik,24
A430079E08,5.145
A430085C19,4.216
A430089I19Rik,7.71
A430090L17Rik,22.951
A430091O22Rik,18.288
A430093F15Rik,13.253
A430102L10,24
A430103D13Rik,4.123
A430104N18Rik,0.8
A430105I19Rik,10.813
A430106J12Rik,3.726
A430107D22Rik,13.671
A430107O13Rik,7.684
A430107P09Rik,15.646
A430108E01Rik,1.889
A430108G06Rik,2.017
A430110L20Rik,8.653
A430110N23Rik,7.867
A4galt,10.36
A4gnt,18.483
A530001N23Rik,14.38
A530010L16Rik,6.318
A530016L24Rik,5.7
A530016O06Rik,24
A530017D24Rik,2.774
A530021J07Rik,8.653
A530023O14Rik,12.268
A530032D15Rik,6.945
A530040E14Rik,24
A530050D06Rik,7.903
A530052I06Rik,6.729
A530054K11Rik,2.809
A530057A03Rik,15.789
A530058O07Rik,6.532
A530065I17Rik,3.355
A530065N20,24
A530082C11Rik,7.693
A530088H08Rik,4.705
A530088I07Rik,6.835
A530089I17Rik,16.045
A530094I17Rik,2.269
A530095I07Rik,5.074
A530098C11Rik,3.157
A630001G21Rik,6.096
A630001O12Rik,8.484
A630005I04Rik,5.531
A630007B06Rik,2.457
A630008I04,16.947
A630009H07Rik,9.048
A630010A05Rik,3.319
A630012P03Rik,11.552
A630014C17Rik,3.518
A630018P17Rik,5.048
A630019B22,9.495
A630019I02Rik,9.096
A630020A06,4.029
A630033E08Rik,3.007
A630034I12Rik,4.642
A630038D02,15.753
A630042L21Rik,2.439
A630047E20Rik,7.823
A630049P17,3.958
A630050E13Rik,2.615
A630052C17Rik,2.24
A630054L15Rik,8.664
A630055G03Rik,4.823
A630071L07Rik,24
A630075K04Rik,24
A630076J08,9.417
A630077B13Rik,4.898
A630077J23Rik,3.493
A630081D01Rik,6.261
A630081J09Rik,11.019
A630082K20Rik,6.453
A630083H20Rik,7.485
A630089N07Rik,3.506
A630091E08Rik,6.49
A630095E13Rik,11.002
A630095N17Rik,11.868
A630098G03Rik,8.599
A730004F24Rik,7.693
A730006G06Rik,9.944
A730008H23Rik,4.667
A730008L03Rik,8.74
A730009L09Rik,5.97
A730011C13Rik,4.276
A730011L01Rik,6.048
A730016A17,1.183
A730017C20Rik,18.24
A730017D01Rik,3.285
A730017L22Rik,18.533
A730018C14Rik,7.608
A730027B03Rik,1.459
A730036I17Rik,6.255
A730037C10Rik,12.883
A730041O05Rik,9.168
A730043L09,24
A730045E13Rik,24
A730049H05Rik,9.469
A730054J21Rik,1.851
A730055C05Rik,5.649
A730060N03Rik,5.959
A730063M14Rik,17.328
A730065G17Rik,8.232
A730076H11Rik,11.494
A730081D07Rik,9.93
A730082K24Rik,5.959
A730085A09Rik,12.788
A730085E03Rik,7.701
A730089K16Rik,3.009
A730090H04Rik,6.324
A730094L24Rik,3.874
A730098A19Rik,2.696
A730098D12Rik,4.07
A830005F24Rik,3.436
A830007L07Rik,8.232
A830007P12Rik,2.72
A830008E24Rik,6.394
A830010M20Rik,2.639
A830011K09Rik,7.381
A830012C17Rik,2.526
A830018L16Rik,4.101
A830025M08,6.255
A830035A12Rik,22.8
A830036E02Rik,11.93
A830039N20Rik,3.909
A830041P22Rik,14.685
A830049F12Rik,2.981
A830052D11Rik,7.445
A830053O21Rik,4.185
A830058I18Rik,9.303
A830058L05Rik,1.855
A830059I20Rik,1.901
A830060N17,6.987
A830073O21Rik,2.994
A830080D01Rik,5.126
A830082K12Rik,8.494
A830091I15Rik,15.682
A830093I24Rik,4.667
A930001A20Rik,3.513
A930001C03Rik,5.965
A930001M12Rik,10.713
A930001N09Rik,2.923
A930002C04Rik,18.938
A930003O13Rik,10.454
A930005F02Rik,4.278
A930005H10Rik,15.789
A930005I04Rik,10.518
A930006D11Rik,24
A930006K02Rik,5.761
A930007A09Rik,4.605
A930007I19Rik,4.351
A930008G19Rik,2.978
A930009N24,3.714
A930010G16Rik,6.418
A930011G24,16.008
A930011O12Rik,2.085
A930012N16Rik,8.653
A930012O16Rik,6.205
A930013B10Rik,4.203
A930015D03Rik,1.306
A930016P21Rik,5.037
A930017M01Rik,3.787
A930017N06Rik,11.514
A930018M24Rik,3.777
A930018O16Rik,18.192
A930018P22Rik,7.273
A930024E05Rik,3.17
A930026I22Rik,3.956
A930028C08Rik,8.774
A930028L21Rik,2.045
A930033H14Rik,6.376
A930034L06Rik,5.385
A930035D04Rik,8.536
A930037G23Rik,7.087
A930037O16Rik,5.894
A930038B10Rik,4.596
A930041I02Rik,4.617
AA388235,2.719
AA407270,6.769
AA407452,3.87
AA407659,18.99
AA408296,4.515
AA409316,4.077
AA414992,11.788
AA415398,3.404
AA467197,13.807
AA474455,4.111
AA536717,7.994
AA536743,7.072
AA536749,9.156
AA619741,24
AA667203,4.902
AA673488,2.65
AA881470,4.302
AA960436,12.931
AA986860,3.865
AA987161,2.845
Aaas,8.183
Aacs,15.646
Aadac,10.36
Aadacl1,3.842
Aadacl3,3.718
Aadat,4.686
Aak1,6.453
Aamp,11.688
Aanat,11.828
Aard,24
Aars,6.52
Aarsd1,9.06
Aarsl,13.152
Aasdhppt,5.227
Aass,7.493
Aatf,7.029
Aatk,4.926
AB041803,3.443
AB041806,6.199
AB112350,3.887
AB182283,20.629
Abat,13.053
Abca1,5.662
Abca13,8.271
Abca16,9.108
Abca2,11.889
Abca3,9.392
Abca4,11.728
Abca5,8.301
Abca7,11.61
Abca8b,6.478
Abca9,4.218
Abcb10,14.233
Abcb11,19.415
Abcb1a,4.278
Abcb1b,7.55
Abcb4,9.694
Abcb5,18.05
Abcb6,8.99
Abcb7,9.241
Abcb8,18.483
Abcb9,14.623
Abcc1,6.684
Abcc10,10.932
Abcc12,6.607
Abcc2,20.629
Abcc3,7.625
Abcc4,5.466
Abcc5,6.769
Abcc6,17.818
Abcc8,8.116
Abcc9,4.395
Abcd1,16.783
Abcd2,4.554
Abcd3,4.975
Abcd4,8.74
Abce1,6.557
Abcf1,8.886
Abcf2,7.485
Abcf3,5.111
Abcg1,8.059
Abcg2,5.161
Abcg3,5.576
Abcg4,21.068
Abcg5,3.582
Abcg8,18.632
Abhd1,5.207
Abhd10,2.909
Abhd11,11.992
Abhd12,9.132
Abhd13,3.029
Abhd14a,11.848
Abhd14b,24
Abhd3,7.437
Abhd4,17.328
Abhd5,9.132
Abhd6,5.709
Abhd7,6.829
Abhd8,11.748
Abhd9,3.109
Abi1,4.783
Abi2,5.829
Abi3,4.193
Abi3bp,4.434
Abl1,3.223
Abl2,2.361
Ablim1,7.642
Ablim2,11.93
Ablim3,5.168
Abo,3.234
Abp1,3.924
Abpa,24
Abr,6.876
Abt1,2.918
Abtb1,7.93
Abtb2,2.309
Acaa1a,10.33
Acaa1b,12.907
Acaa2,9.329
Acaca,2.115
Acacb,6.027
Acad10,10.163
Acad11,14.5
Acad8,6.652
Acad9,9.404
Acadl,6.924
Acadm,12.511
Acads,14.97
Acadsb,19.361
Acadvl,16.947
Acat1,11.234
Acat2,8.536
Acat3,13.127
Acbd3,2.89
Acbd4,6.233
Acbd5,7.273
Acbd6,4.99
Acbd7,24
Accn1,3.109
Accn2,24
Accn3,24
Accn4,11.848
Acd,13.433
Ace,24
Ace2,4.434
Ache,24
Acin1,8.796
Acly,9.366
Acmsd,7.994
Aco1,11.252
Aco2,10.002
Acot1,5.607
Acot10,18.288
Acot11,10.148
Acot2,11.161
Acot3,2.772
Acot4,19.691
Acot5,5.227
Acot6,2.886
Acot7,12.534
Acot8,8.116
Acot9,8.557
Acox1,11.768
Acox2,4.929
Acox3,3.988
Acoxl,24
Acp1,5.247
Acp2,7.509
Acp5,13.89
Acp6,10.746
Acpl2,4.986
Acpp,15.134
Acpt,18.733
Acr,14.531
Acrbp,16.783
Acsbg1,8.432
Acsbg2,8.125
Acsl1,9.845
Acsl3,3.561
Acsl4,8.041
Acsl5,7.693
Acsl6,6.856
Acsm1,16.823
Acss1,14.233
Acss2,11.728
Acta1,23.104
Acta2,24
Actb,7.087
Actc1,10.016
Actg1,5.859
Actg2,24
Actl6a,8.004
Actl7a,7.022
Actl7b,16.157
Actn1,8.525
Actn2,11.307
Actn3,13.617
Actn4,7.779
Actr10,5.884
Actr1a,13.862
Actr1b,10.502
Actr2,20.568
Actr3,5.138
Actr3b,5.709
Actr5,4.53
Actr6,6.645
Actr8,3.58
Actrt2,8.567
Acvr1,2.191
Acvr1b,4.079
Acvr2a,2.214
Acvr2b,15.611
Acvrl1,17.157
Acy1,20.941
Acy1l2,5.864
Acy3,11.234
Acyp1,8.271
Acyp2,11.788
Ada,24
Adal,5.819
Adam10,7.823
Adam11,7.805
Adam12,18.733
Adam15,15.825
Adam17,6.227
Adam19,16.157
Adam1a,4.345
Adam21,11.072
Adam22,5.111
Adam23,24
Adam25,6.289
Adam32,17.114
Adam4,3.793
Adam5,8.271
Adam8,10.813
Adam9,9.93
Adamdec1,4.283
Adamts1,2.28
Adamts10,10.598
Adamts12,18.938
Adamts13,5.644
Adamts14,6.194
Adamts15,2.212
Adamts16,5.728
Adamts17,7.849
Adamts18,8.546
Adamts19,4.611
Adamts2,14.35
Adamts3,9.229
Adamts4,3.638
Adamts5,5.761
Adamts6,3.706
Adamts7,10.796
Adamts8,4.188
Adamts9,4.145
Adamtsl1,2.039
Adamtsl2,21.197
Adamtsl4,12.203
Adamtsl5,15.101
Adar,5.311
Adarb1,3.931
Adat1,5.47
Adc,12.333
Adck1,5.728
Adck2,4.229
Adck4,15.971
Adck5,4.84
Adcy1,5.904
Adcy2,6.166
Adcy3,10.208
Adcy4,6.652
Adcy5,6.307
Adcy6,5.352
Adcy7,6.058
Adcy8,2.243
Adcy9,4.041
Adcyap1,5.457
Adcyap1r1,5.165
Add1,18.835
Add2,9.341
Add3,5.594
Adfp,6.001
Adh1,12.907
Adh4,8.74
Adh5,6.15
Adh6a,12.399
Adh6b,16.195
Adh7,6.514
Adhfe1,9.735
Adi1,17.072
Adipoq,12.224
Adipor1,15.897
Adipor2,6.91
Adk,6.551
Adm,2.294
Adm2,3.865
Admr,4.954
Adnp,1.451
Adora1,3.538
Adora2a,3.299
Adora2b,2.517
Adpgk,6.441
Adprh,9.12
Adprhl1,10.284
Adprhl2,4.796
Adra1a,11.215
Adra1d,11.971
Adra2a,1.907
Adra2b,4.072
Adrb1,1.831
Adrb2,2.733
Adrb3,24
Adrbk1,14.35
Adrbk2,6.15
Adrm1,4.718
Adsl,6.139
Adss,7.633
Adssl1,14.561
Aebp1,7.796
Aebp2,6.011
Aes,21.865
AF013969,4.123
AF067061,15.611
AF067063,10.031
AF366264,7.242
AF529169,2.969
Aff1,4.211
Aff3,3.402
Aff4,4.718
Afg3l1,10.208
Afg3l2,6.096
Afm,6.423
Afmid,10.268
Afp,24
Aftph,2.721
Aga,14.174
Agbl2,4.871
Agbl3,7.701
Agc1,7.684
Ager,13.127
Aggf1,7.701
Agl,7.841
Agmat,15.234
Agpat1,24
Agpat2,7.485
Agpat3,11.002
Agpat4,3.9
Agpat5,7.736
Agpat6,3.088
Agpat7,24
Agps,9.392
Agrin,8.106
Agrp,24
Agt,10.045
Agtpbp1,8.422
Agtr1a,2.12
Agtr2,24
Agtrap,6.027
Agtrl1,4.551
Agxt,7.55
Agxt2l1,9.329
Agxt2l2,10.148
Ahctf1,3.56
Ahcy,13.644
Ahcyl1,5.389
Ahdc1,1.732
Ahi1,4.448
Ahnak,24
Ahr,2.381
Ahrr,2.844
Ahsa1,6.048
Ahsg,9.521
AI115600,4.75
AI132487,5.603
AI173486,11.179
AI197445,2.637
AI314180,5.223
AI314831,7.526
AI314976,10.534
AI316787,2.194
AI316807,4.027
AI317395,3.111
AI324046,11.161
AI413194,5.078
AI413582,6.57
AI413782,5.279
AI427122,11.037
AI427515,10.423
AI427809,9.587
AI428795,2.536
AI428898,8.291
AI428936,11.788
AI429214,1.691
AI449175,4.032
AI450540,2.411
AI450948,3.46
AI451557,7.381
AI451617,13.202
AI452102,8.675
AI461788,2.28
AI462493,4.533
AI464131,8.494
AI465270,4.884
AI467606,2.501
AI480556,8.301
AI480653,8.886
AI481105,1.724
AI481877,15.068
AI504432,2.289
AI506816,5.055
AI507611,6.08
AI553587,7.583
AI586015,24
AI595366,8.751
AI595406,10.314
AI597013,2.803
AI597468,5.585
AI597479,3.795
AI606181,4.13
AI606473,11.325
AI646023,11.09
AI661453,4.721
AI662250,15.611
AI747448,24
AI747699,12.289
AI790298,5.18
AI836003,3.872
AI837181,3.404
AI838057,4.94
AI839735,12.907
AI840826,5.894
AI842396,12.333
AI846148,4.108
AI847670,5.104
AI848100,4.074
AI848258,8.271
AI849053,11.61
AI851716,5.996
AI851790,3.025
AI852640,11.669
AI854517,3.536
AI854703,6.376
AI875142,7.389
AI894139,2.73
AI929863,2.339
AI931714,6.08
AI987662,11.669
AI987692,4.289
AI987944,2.345
Aicda,5.621
Aif1,12.181
Aifm1,5.704
Aifm2,15.068
Aifm3,13.433
Aig1,8.966
Aim1,4.843
Aim1l,5.649
Aip,12.534
Aipl1,14.059
Air,4.299
Aire,24
Ak1,24
AK122209,6.632
AK122525,4.731
AK129128,6.49
AK129302,16.386
AK129341,3.488
Ak2,11.571
AK220484,3.17
Ak3,8.642
Ak3l1,24
Ak5,8.069
Ak7,12.181
Akap1,4.757
Akap10,2.19
Akap11,4.53
Akap12,7.001
Akap13,2.914
Akap14,3.498
Akap2,3.692
Akap3,5.658
Akap4,12.718
Akap5,2.642
Akap6,11.4
Akap7,7.517
Akap8,4.99
Akap8l,15.646
Akap9,3.391
Akp2,15.753
Akp5,24
Akr1a4,6.261
Akr1b3,11.708
Akr1b7,5.247
Akr1b8,15.403
Akr1c12,15.267
Akr1c13,12.625
Akr1c14,7.6
Akr1c18,7.445
Akr1c19,7.753
Akr1c21,12.421
Akr1c6,19.975
Akr1d1,14.874
Akr1e1,11.552
Akr7a5,12.054
Akt1,16.702
Akt1s1,11.125
Akt2,11.788
Akt3,7.319
AL022779,8.183
Alad,10.763
Alas1,7.814
Alas2,5.259
Alcam,15.068
Aldh16a1,13.177
Aldh18a1,15.611
Aldh1a1,11.828
Aldh1a2,24
Aldh1a3,6.412
Aldh1a7,16.008
Aldh1b1,5.255
Aldh1l1,24
Aldh1l2,17.91
Aldh2,9.279
Aldh3a1,24
Aldh3a2,8.301
Aldh3b1,10.55
Aldh3b2,14.35
Aldh4a1,9.667
Aldh5a1,17.864
Aldh6a1,24
Aldh7a1,24
Aldh8a1,7.805
Aldh9a1,10.614
Aldoa,6.33
Aldoa-ps1,6.98
Aldoc,14.654
Alg1,4.965
Alg10b,10.763
Alg11,2.702
Alg12,9.973
Alg13,7.182
Alg14,7.517
Alg2,6.703
Alg3,7.389
Alg5,5.011
Alg6,7.517
Alg8,9.132
Alg9,12.139
Alk,4.747
Alkbh1,11.992
Alkbh2,3.598
Alkbh3,4.581
Alkbh4,3.295
Alkbh5,4.387
Alkbh6,15.506
Alkbh7,5.733
Alkbh8,4.229
Allc,11.27
Alms1,3.651
Alox12,10.898
Alox12b,10.95
Alox12e,16.947
Alox15,4.133
Alox5,5.737
Alox5ap,15.101
Aloxe3,6.172
Alpk1,3.246
Alpk3,23.656
Als2,5.315
Als2cl,18.434
Als2cr12,3.277
Als2cr13,2.286
Als2cr15,3.651
Als2cr2,7.994
Als2cr4,8.494
Als2cr7,11.591
Alx3,6.903
Alx4,9.469
Amac1,18.733
Amacr,4.754
Ambn,11.728
Ambp,9.735
Amd1,4.536
Amd2,3.163
Amdhd1,7.575
Amdhd2,14.906
Amelx,5.239
Amfr,7.258
Amh,8.432
Amhr2,16.947
Amigo1,7.684
Amigo2,2.521
Ammecr1,20.752
Amn,24
Amot,7.921
Amotl1,5.008
Amotl2,1.151
Ampd1,7.744
Ampd2,6.502
Ampd3,8.411
Amph,9.653
Amy1,24
Amy2-2,24
Anapc1,4.437
Anapc10,4.448
Anapc11,8.525
Anapc13,8.707
Anapc2,7.258
Anapc4,3.812
Anapc5,10.392
Anapc7,4.76
Ang1,7.366
Ang2,9.916
Ang3,18.784
Ang4,10.502
Angel1,6.001
Angel2,6.563
Angpt1,7.976
Angpt2,7.197
Angpt4,15.167
Angptl1,4.392
Angptl2,10.47
Angptl4,3.179
Angptl6,6.645
Angptl7,15.035
Ank,6.353
Ank1,13.152
Ank2,3.636
Ank3,4.796
Ankfn1,5.594
Ankfy1,5.142
Ankhd1,2.76
Ankib1,4.307
Ankk1,24
Ankmy2,8.004
Ankra2,7.327
Ankrd1,5.681
Ankrd10,5.199
Ankrd11,3.369
Ankrd12,2.437
Ankrd13a,15.825
Ankrd13b,10.864
Ankrd13c,8.932
Ankrd13d,4.406
Ankrd15,2.954
Ankrd16,4.593
Ankrd17,3.771
Ankrd2,22.951
Ankrd22,10.486
Ankrd23,15.971
Ankrd24,5.203
Ankrd25,9.587
Ankrd26,4.614
Ankrd27,10.284
Ankrd28,4.67
Ankrd29,24
Ankrd32,3.706
Ankrd33,7.258
Ankrd34,2.246
Ankrd35,15.2
Ankrd37,3.667
Ankrd38,15.646
Ankrd39,4.278
Ankrd40,16.988
Ankrd41,16.195
Ankrd42,4.655
Ankrd43,3.47
Ankrd44,3.945
Ankrd45,12.421
Ankrd46,9.817
Ankrd47,6.364
Ankrd48,14.5
Ankrd49,3.569
Ankrd5,7.35
Ankrd50,4.188
Ankrd52,8.686
Ankrd53,8.022
Ankrd54,4.015
Ankrd55,16.157
Ankrd56,1.596
Ankrd57,3.022
Ankrd58,1.472
Ankrd6,5.635
Ankrd9,2.355
Anks1,6.33
Anks1b,7.493
Anks3,8.271
Anks6,3.054
Anln,4.813
Anmkrn1,24
Anp32a,10.502
Anp32b,4.367
Anp32e,9.341
Anpep,8.675
Antxr1,5.704
Antxr2,6.769
Antxrl,14.38
Anubl1,3.779
Anxa1,11.848
Anxa10,13.127
Anxa11,12.718
Anxa13,9.817
Anxa2,10.314
Anxa3,4.712
Anxa4,13.329
Anxa5,10.118
Anxa6,12.096
Anxa7,8.078
Anxa8,21.004
Anxa9,11.054
Aoah,18.337
Aoc2,19.747
Aoc3,7.212
Aof1,10.614
Aof2,6.301
Aox1,6.664
Aox3,12.203
Aox3l1,6.284
Aox4,18.733
Ap1b1,21.197
Ap1g1,5.944
Ap1g2,14.938
Ap1gbp1,6.788
Ap1m1,10.208
Ap1m2,21.66
Ap1s1,24
Ap1s2,5.644
Ap1s3,6.478
Ap2a1,24
Ap2a2,12.355
Ap2b1,21.262
Ap2m1,11.748
Ap2s1,14.35
Ap3b1,5.033
Ap3b2,9.987
Ap3d1,12.836
Ap3m1,11.728
Ap3m2,9.831
Ap3s1,10.223
Ap3s2,10.83
Ap4b1,3.781
Ap4e1,4.265
Ap4m1,5.223
Ap4s1,7.265
Apaf1,3.314
Apba1,6.484
Apba2,8.241
Apba2bp,10.881
Apba3,7.912
Apbb1,15.301
Apbb1ip,3.659
Apbb2,4.979
Apbb3,8.504
Apc,3.009
Apc2,4.997
Apcdd1,3.868
Apeh,6.318
Apex1,4.118
Apex2,3.421
Aph1a,8.463
Aph1b,5.199
Aph1c,5.398
Api5,6.795
Apip,9.68
Apitd1,12.444
Apln,3.329
Aplp1,21.004
Aplp2,13.89
Apoa1,6.632
Apoa1bp,14.623
Apoa2,24
Apoa4,8.241
Apoa5,6.71
Apob,3.554
Apob48r,8.261
Apobec1,4.448
Apobec2,5.709
Apobec3,6.952
Apoc1,24
Apoc2,17.285
Apoc4,9.916
Apod,7.867
Apof,5.015
Apol2,6.418
Apol3,7.858
Apol6,13.725
Apom,24
Apon,8.504
App,6.917
Appbp1,6.027
Appbp2,7.273
Aprin,5.415
Aprt,7.509
Aptx,9.205
Aqp1,18.385
Aqp11,3.532
Aqp12,10.566
Aqp2,12.695
Aqp3,24
Aqp5,11.161
Aqp6,13.127
Aqp7,3.458
Aqp8,20.267
Aqp9,14.321
Aqr,7.145
Araf,20.877
Arbp,10.663
Arc,2.935
Arcn1,5.834
Ard1,7.517
Areg,3.156
Arf1,7.823
Arf2,17.773
Arf3,9.192
Arf4,7.736
Arf5,24
Arf6,2.442
Arfgap1,3.576
Arfgap3,6.376
Arfgef1,3.35
Arfgef2,4.389
Arfip1,8.232
Arfip2,6.382
Arfl4,3.6
Arfrp1,11.868
Arg1,8.331
Arg2,10.016
Arhgap1,9.482
Arhgap10,7.358
Arhgap11a,4.008
Arhgap12,3.072
Arhgap17,5.36
Arhgap18,5.69
Arhgap19,11.629
Arhgap20,5.681
Arhgap21,2.591
Arhgap22,2.958
Arhgap23,4.554
Arhgap24,2.218
Arhgap25,2.318
Arhgap26,5.457
Arhgap27,4.029
Arhgap28,2.871
Arhgap29,3.33
Arhgap30,12.466
Arhgap4,13.89
Arhgap6,2.61
Arhgap8,11.61
Arhgap9,14.059
Arhgdia,20.267
Arhgdib,21.132
Arhgdig,17.682
Arhgef1,19.86
Arhgef10,9.667
Arhgef10l,2.928
Arhgef11,6.465
Arhgef12,4.533
Arhgef15,5.653
Arhgef16,14.747
Arhgef17,2.311
Arhgef18,3.681
Arhgef19,13.862
Arhgef2,5.044
Arhgef3,1.8
Arhgef4,2.412
Arhgef5,3.885
Arhgef6,24
Arhgef7,5.934
Arhgef9,7.25
Arid1a,4.16
Arid1b,4.975
Arid2,2.418
Arid3a,5.123
Arid3b,4.905
Arid3c,6.37
Arid4a,2.421
Arid4b,1.744
Arid5a,3.706
Arid5b,1.773
Arih1,2.996
Arih2,8.631
Arl1,11.179
Arl10,4.847
Arl13b,4.101
Arl15,3.391
Arl2,24
Arl2bp,8.463
Arl3,11.728
Arl4a,2.23
Arl4c,2.323
Arl4d,24
Arl5a,11.252
Arl5b,2.661
Arl5c,18.192
Arl6,8.154
Arl6ip1,15.897
Arl6ip2,3.08
Arl6ip3,24
Arl6ip4,6.423
Arl6ip5,11.072
Arl6ip6,2.344
Arl8a,5.134
Arl8b,6.166
Arl9,24
Armc1,4.884
Armc2,4.639
Armc3,12.765
Armc5,3.677
Armc6,5.834
Armc7,2.815
Armc8,4.891
Armc9,7.676
Armcx1,7.421
Armcx2,4.715
Armcx3,9.534
Armcx4,10.967
Armcx5,5.055
Armcx6,4.489
Armet,6.945
Armetl1,7.71
Arnt,8.897
Arnt2,3.708
Arntl,3.997
Arntl2,9.735
Arpc1a,8.686
Arpc1b,8.401
Arpc2,6.027
Arpc3,15.646
Arpc4,24
Arpc5,8.05
Arpc5l,7.693
Arpp19,23.104
Arrb1,8.183
Arrb2,6.601
Arrdc1,9.887
Arrdc2,5.231
Arrdc3,1.925
Arrdc4,5.884
Arrdc5,10.898
Ars2,9.192
Arsa,7.894
Arsb,14.874
Arsg,7.303
Arsi,6.632
Arsj,3.3
Arsk,5.275
Art1,2.633
Art3,6.096
Art4,3.137
Art5,11.808
Artn,2.257
Arts1,7.001
Arv1,4.343
Arvcf,12.765
As3mt,9.156
Asah1,10.002
Asah2,12.355
Asah3,4.426
Asah3l,10.598
Asahl,16.082
Asb1,4.208
Asb10,5.389
Asb12,2.497
Asb13,11.234
Asb14,5.026
Asb16,15.472
Asb3,5.251
Asb4,6.57
Asb5,14.203
Asb6,3.109
Asb7,2.633
Asb8,2.457
Asb9,9.404
Ascc1,18.385
Ascc2,14.97
Ascc3,4.936
Ascc3l1,4.823
Ascl1,6.058
Ascl2,2.63
Ascl3,10.06
Ascl5,13.004
Asf1a,2.68
Asf1b,5.267
Asgr1,12.883
Asgr2,24
Ash1l,4.533
Ash2l,7.205
Asl,22.431
Asna1,14.874
Asns,18.583
Asnsd1,5.639
Aspa,9.56
Asph,24
Asphd2,6.353
Aspm,3.079
Asprv1,7.542
Aspscr1,19.094
Asrgl1,8.886
Ass1,15.541
Aste1,3.775
Astl,24
Astn1,4.367
Astn2,4.299
Asxl1,2.457
Asxl2,3.154
Asxl3,2.769
Asz1,24
Atad1,5.644
Atad2,3.545
Atad2b,7.405
Atad3a,6.987
Atad4,3.756
Atbf1,3.905
Atcay,17.03
Ate1,3.783
Atf1,7.642
Atf2,4.02
Atf3,2.174
Atf4,2.35
Atf5,10.763
Atf6,7.667
Atf7,9.667
Atf7ip,2.092
Atf7ip2,2.785
Atg10,15.753
Atg12,8.92
Atg16l1,5.279
Atg16l2,5.381
Atg3,5.096
Atg4a,24
Atg4b,8.74
Atg4c,3.516
Atg4d,8.145
Atg5,7.182
Atg7,8.774
Atg9a,24
Atg9b,18.337
Athl1,13.946
Atic,6.388
Atm,7.885
Atn1,7.885
Atoh1,2.598
Atoh7,8.371
Atoh8,2.224
Atox1,12.16
Atp10a,5.626
Atp10b,24
Atp10d,4.015
Atp11a,16.347
Atp11b,8.351
Atp11c,6.301
Atp12a,6.484
Atp13a1,6.069
Atp13a2,11.728
Atp13a3,7.501
Atp13a4,5.545
Atp1a1,6.924
Atp1a2,9.443
Atp1a3,24
Atp1a4,15.167
Atp1b1,9.587
Atp1b2,15.167
Atp1b3,6.267
Atp2a1,8.013
Atp2a2,4.392
Atp2a3,24
Atp2b1,5.235
Atp2b2,3.708
Atp2b3,5.523
Atp2b4,3.896
Atp2c1,16.864
Atp2c2,12.224
Atp4a,8.232
Atp4b,22.8
Atp5a1,6.022
Atp5b,5.939
Atp5c1,8.331
Atp5d,20.446
Atp5e,8.686
Atp5f1,6.671
Atp5g1,9.144
Atp5g2,12.956
Atp5g3,6.043
Atp5h,7.265
Atp5j,24
Atp5j2,9.108
Atp5k,12.054
Atp5l,8.442
Atp5o,7.684
Atp5s,11.381
ATP6,2.628
Atp6ap1,8.097
Atp6ap2,11.363
Atp6v0a1,11.289
Atp6v0a2,5.589
Atp6v0a4,19.042
Atp6v0b,8.774
Atp6v0c,10.915
Atp6v0d1,24
Atp6v0e,9.366
Atp6v0e2,13.329
Atp6v1a,7.736
Atp6v1b2,9.18
Atp6v1c1,10.729
Atp6v1c2,12.033
Atp6v1d,5.98
Atp6v1e1,8.932
Atp6v1e2,10.376
Atp6v1f,7.832
Atp6v1g1,6.762
Atp6v1g2,9.613
Atp6v1h,8.232
Atp7a,5.364
Atp7b,12.602
ATP8,2.792
Atp8a1,6.876
Atp8a2,4.951
Atp8b1,24
Atp8b2,6.053
Atp8b3,5.153
Atp8b4,4.321
Atp9a,24
Atp9b,6.278
Atpaf1,10.193
Atpaf2,14.002
Atpbd1b,6.842
Atpbd1c,11.889
Atpbd3,2.285
Atpbd4,13.78
Atpif1,10.796
Atr,5.026
Atrnl1,14.47
Atrx,5.909
Atxn1,5.607
Atxn10,9.392
Atxn2,5.019
Atxn2l,14.174
Atxn3,13.725
Atxn7,4.011
Atxn7l1,1.043
Atxn7l2,7.182
Atxn7l3,7.55
Atxn7l4,8.852
AU014645,5.8
AU015228,3.525
AU015791,7.6
AU015836,24
AU016430,13.485
AU017455,7.77
AU018829,6.664
AU019823,9.573
AU020206,5.427
AU020772,5.594
AU021092,24
AU021838,7.22
AU022220,7.667
AU022252,6.364
AU022751,5.415
AU022870,7.642
AU023434,3.967
AU023871,6.429
AU024582,8.261
AU035318,2.072
AU040320,9.6
AU040829,6.703
AU041133,3.266
AU041783,4.133
AU042651,7.311
AU042671,3.999
Auh,7.958
Aup1,6.261
