geneSymbol,half_life
H2-Q2,13.564
H2-Q5,10.392
H2-Q6,14.233
H2-Q7,7.182
H2-Q8,8.642
H2-T10,10.148
H2-T17,8.031
H2-T22,7.334
H2-T23,23.901
H2-T3,5.015
H2-T9,11.552
H3f3a,8.943
H3f3b,4.051
H47,6.272
H60,22.8
H6pd,6.775
Haao,15.035
Habp2,4.993
Habp4,10.582
Hace1,5.54
Hacl1,8.484
Hadh,9.817
Hadha,13.78
Hadhb,8.422
Hagh,9.108
Haghl,9.456
Hal,21.068
Hamp1,10.268
Hamp2,8.796
Hand1,12.557
Hand2,3.642
Hao1,9.013
Hap1,16.864
Hapln1,4.661
Hapln2,5.97
Hapln3,16.271
Hapln4,11.95
Hars,12.033
Hars2,10.566
Harsl,3.261
Has1,2.83
Has2,1.408
Has3,2.384
Hasnt,7.072
Hat1,7.123
Havcr1,24
Havcr2,7.25
Hax1,6.161
Hba,18.835
Hba-a1,24
Hba-x,24
Hbb-b1,22.504
Hbb-bh1,7.397
Hbb-y,12.355
Hbegf,2.174
Hbld1,5.695
Hbld2,4.747
Hbp1,3.947
Hbq1,7.558
Hbs1l,10.647
Hbxip,7.903
Hc,17.773
Hccs,7.814
Hcfc1,4.096
Hcfc1r1,16.988
Hcfc2,5.954
Hck,11.848
Hcn2,24
Hcn3,4.025
Hcn4,8.546
Hcrt,13.974
Hcrtr1,7.058
Hcrtr2,3.767
Hcst,14.938
Hdac1,14.747
Hdac10,13.127
Hdac11,17.91
Hdac2,5.589
Hdac3,16.864
Hdac4,3.239
Hdac5,17.818
Hdac6,14.938
Hdac7a,5.165
Hdac8,13.177
Hdac9,11.868
Hdc,4.44
Hddc2,9.108
Hddc3,3.488
Hdgf,7.55
Hdgfl1,15.717
Hdgfrp2,5.686
Hdgfrp3,5.203
Hdh,8.261
Hdhd1a,4.221
Hdhd2,7.008
Hdhd3,1.73
Hdlbp,9.096
Hdrpa,5.048
Heatr1,5.527
Heatr2,12.16
Heatr3,5.554
Hebp1,24
Hebp2,12.399
Heca,5.041
Hectd1,4.332
Hectd2,7.153
Hectd3,20.941
Hecw1,3.831
Hecw2,3.938
Heg1,6.227
Hel308,4.843
Helb,4.027
Hells,5.279
Helz,10.95
Hemk1,9.859
Hemt1,24
Heph,5.142
Herc1,4.509
Herc2,4.677
Herc3,7.493
Herc4,5.13
Herc5,6.441
Herpud1,3.033
Herpud2,4.617
Hes1,1.121
Hes2,7.19
Hes3,11.381
Hes5,1.05
Hes6,5.996
Hes7,4.94
Hesx1,4.715
Hexa,7.876
Hexb,10.376
Hexdc,7.242
Hexim1,2.995
Hexim2,3.612
Hey1,2.697
Hey2,1.794
Heyl,2.453
Hfe,10.118
Hfe2,2.973
Hfm1,5.479
Hgd,8.774
Hgfac,6.016
Hgs,6.563
Hhat,6.085
Hhex,2.132
Hhip,2.344
Hiat1,2.725
Hiatl1,8.664
Hibadh,11.669
Hibch,8.193
Hic1,2.81
Hic2,2.615
Hif1a,7.526
Hif1an,24
Hif3a,20.446
Higd1a,24
Higd1b,15.541
Higd2a,15.068
Hils1,18.24
Hint1,7.405
Hint2,10.314
Hint3,8.863
Hip1,9.573
Hip1r,13.152
Hip2,4.423
Hipk1,13.617
Hipk2,5.303
Hipk3,5.7
Hipk4,9.241
Hira,4.536
Hirip3,4.299
Hisppd1,6.842
Hisppd2a,4.569
Hist1h1a,5.078
Hist1h1b,0.789
Hist1h1c,6.613
Hist1h1d,7.227
Hist1h1e,0.92
Hist1h1t,24
Hist1h2aa,1.061
Hist1h2ab,1.186
Hist1h2ac,0.966
Hist1h2ae,24
Hist1h2af,0.892
Hist1h2ag,24
Hist1h2ai,1.457
Hist1h2an,0.809
Hist1h2ao,0.878
Hist1h2bb,24
Hist1h2bc,24
Hist1h2be,18.938
Hist1h2bg,1.156
Hist1h2bj,16.702
Hist1h2bk,16.503
Hist1h2bl,16.271
Hist1h2bm,16.947
Hist1h2bn,24
Hist1h2bp,16.425
Hist1h3a,24
Hist1h3b,4.378
Hist1h3c,12.139
Hist1h3d,4.205
Hist1h3e,7.015
Hist1h3f,1.728
Hist1h3g,15.437
Hist1h3h,4.305
Hist1h3i,4.337
Hist1h4a,20.326
Hist1h4b,15.897
Hist1h4c,5.052
Hist1h4d,1.575
Hist1h4h,1.398
Hist1h4i,24
Hist1h4j,9.404
Hist1h4k,24
Hist1h4m,24
Hist2h2aa1,24
Hist2h2aa2,3.436
Hist2h2ac,0.954
Hist2h2bb,2.715
Hist2h2be,8.61
Hist2h3b,24
Hist2h3c1,4.294
Hist2h3c2,24
Hist2h4,1.395
Hist3h2a,1.749
Hist3h2ba,23.819
Hivep2,2.031
Hivep3,3.484
Hk1,24
Hk2,4.378
Hk3,20.033
Hkdc1,13.102
Hkr3,5.549
Hlcs,4.116
Hlf,6.074
Hltf,8.696
Hlx1,2.283
Hlxb9,1.941
Hmbox1,5.044
Hmbs,12.741
Hmcn1,5.247
Hmg20a,5.457
Hmg20b,7.867
Hmga1,10.779
Hmga2,8.125
Hmga2-ps1,9.379
Hmgb1,8.212
Hmgb1-rs17,6.57
Hmgb2,5.589
Hmgb2l1,2.616
Hmgb3,6.782
Hmgcl,10.06
Hmgcll1,13.152
Hmgcr,5.287
Hmgcs1,6.917
Hmgcs2,6.027
Hmgn1,9.456
Hmgn2,8.291
Hmgn3,10.133
Hmha1,6.917
Hmmr,8.022
Hmox1,8.271
Hmox2,5.752
Hmx1,9.18
Hmx2,3.823
Hmx3,3.655
Hn1,6.576
Hn1l,10.314
Hnf4a,10.33
Hnf4g,10.518
Hnmt,4.305
Hnrpa0,7.022
Hnrpa1,11.197
Hnrpa2b1,7.921
Hnrpa3,7.55
Hnrpab,5.567
Hnrpc,5.929
Hnrpd,9.025
Hnrpdl,5.011
Hnrpf,5.929
Hnrph1,6.465
Hnrph2,11.768
Hnrph3,6.563
Hnrpk,5.97
Hnrpl,24
Hnrpll,5.781
Hnrpm,6.98
Hnrpr,5.558
Hnrpu,5.99
Hnrpul1,8.145
Hnrpul2,7.849
Hnt,4.68
Hod,10.314
Homer1,6.376
Homer2,7.805
Homer3,20.941
Homez,2.484
Hook1,8.631
Hook2,24
Hook3,4.185
Hormad1,13.698
Hormad2,14.938
Hoxa1,3.646
Hoxa10,5.215
Hoxa11os,8.193
Hoxa13,3.885
Hoxa2,1.477
Hoxa3,3.183
Hoxa4,4.387
Hoxa5,2.161
Hoxa6,7.037
Hoxa7,8.978
Hoxa9,4.299
Hoxb1,3.491
Hoxb13,5.771
Hoxb2,2.659
Hoxb4,2.691
Hoxb5,3.958
Hoxb6,4.426
Hoxb7,6.697
Hoxb8,4.524
Hoxb9,5.402
Hoxc11,24
Hoxc13,5.243
Hoxc4,4.708
Hoxc5,6.808
Hoxc6,3.467
Hoxc8,16.386
Hoxc9,3.351
Hoxd1,2.487
Hoxd11,7.939
Hoxd13,5.742
Hoxd8,8.251
Hoxd9,2.874
Hp,19.2
Hp1bp3,4.636
Hpca,13.078
Hpcal1,4.34
Hpcal4,10.796
Hpd,20.877
Hpgd,4.803
Hpn,24
Hprt1,7.477
Hps1,24
Hps3,5.406
Hps4,3.115
Hps5,7.461
Hps6,2.254
Hpse,24
Hpvc2,4.337
Hpxn,9.959
Hr,24
Hras1,10.502
Hrasls,2.945
Hrasls3,11.072
Hrb,4.013
Hrbl,6.677
Hrc,16.157
Hrg,14.561
Hrh3,7.71
Hrh4,7.894
Hrk,12.399
Hrmt1l2-rs,24
Hrnr,7.319
Hrsp12,11.325
Hs1bp3,4.972
Hs2st1,9.6
Hs3st1,2.206
Hs3st3a1,3.663
Hs3st3b1,1.546
Hs3st6,2.27
Hs6st1,2.28
Hs6st2,6.973
Hs6st3,24
Hsbp1,18.192
Hscb,8.088
Hsd11b1,2.025
Hsd11b2,8.631
Hsd17b1,5.496
Hsd17b10,12.741
Hsd17b11,7.77
Hsd17b12,10.002
Hsd17b14,17.773
Hsd17b2,13.698
Hsd17b3,24
Hsd17b4,10.36
Hsd17b6,12.289
Hsd17b7,8.088
Hsd3b1,9.417
Hsd3b2,4.696
Hsd3b6,14.44
Hsdl1,5.781
Hsdl2,11.054
Hsf1,8.125
Hsf2,3.606
Hsf2bp,15.506
Hsf4,9.037
Hsf5,5.919
Hsh2d,3.371
Hsp110,9.001
Hsp90aa1,7.296
Hsp90ab1,7.736
Hsp90b1,5.554
Hspa12a,5.695
Hspa12b,7.469
Hspa14,3.833
Hspa1a,5.239
Hspa1b,3.665
Hspa1l,5.594
Hspa2,8.078
Hspa4,4.793
Hspa4l,6.842
Hspa5,5.545
Hspa8,4.326
Hspa9,6.064
Hspb1,13.89
Hspb2,12.246
Hspb3,4.002
Hspb6,5.728
Hspb7,6.903
Hspb8,4.173
Hspb9,11.072
Hspbap1,3.428
Hspc171,6.952
Hspd1,6.359
Hspe1,6.453
Hspg2,24
Htatip,5.03
Htatip2,9.229
Htatsf1,8.271
Htf9c,4.708
Htr1b,7.212
Htr1d,5.259
Htr1f,6.808
Htr2a,11.552
Htr2b,4.165
Htr2c,5.795
Htr3a,8.955
Htr5a,5.344
Htr5b,3.433
Htr7,24
Htra1,11.688
Htra2,7.727
Htra3,24
Htra4,8.013
Hunk,2.179
Hus1,4.31
Hus1b,1.569
Huwe1,7.493
Hvcn1,5.255
Hyal1,9.748
Hyal2,2.656
Hyal3,5.864
Hydin,16.045
Hyi,14.654
Hyls1,4.273
Hyou1,13.381
I0C0044D17Rik,7.534
I730030J21Rik,9.025
I830134H01Rik,1.821
I920046F24Rik,3.829
Iah1,21.004
Iars,9.859
Ibrdc1,2.517
Ibrdc2,3.571
Ibrdc3,3.33
Ibtk,3.698
Ica1,8.774
Ica1l,8.301
Icam1,4.895
Icam2,6.347
Icam4,10.36
Icam5,22.074
Icmt,6.632
Icosl,10.631
ICRFP703B1614Q5.5,3.099
Ict1,7.227
Id1,1.436
Id2,1.867
Id3,1.642
Id4,3.102
Ide,6.849
Idh1,18.886
Idh2,19.691
Idh3a,7.029
Idh3b,7.28
Idh3g,9.303
Idi1,7.109
Ids,13.202
Idua,8.653
Ier2,1.356
Ier3,1.343
Ier3ip1,11.072
Ier5,1.248
Ier5l,1.385
Ifi202b,9.521
Ifi203,5.854
Ifi204,23.417
Ifi27,14.592
Ifi30,9.482
Ifi35,8.841
Ifi44,24
Ifi47,6.058
Ifih1,4.103
Ifit1,2.087
Ifit2,3.954
Ifit3,6.716
Ifitm1,10.06
Ifitm2,10.314
Ifitm3,8.311
Ifitm5,9.303
Ifitm6,22.359
Ifitm7,8.125
Ifld3,11.09
Ifld5,24
Ifna1,24
Ifna12,24
Ifna13,9.845
Ifna2,24
Ifna6,17.285
Ifna7,10.984
Ifna9,24
Ifnar1,4.492
Ifnar2,1.718
Ifng,7.153
Ifngr1,2.876
Ifngr2,9.482
Ifnk,3.736
Ifnl2,24
Ifnz,24
Ifrd1,1.324
Ifrd2,5.919
Ift122,7.477
Ift140,11.708
Ift172,10.376
Ift20,6.429
Ift52,8.525
Ift57,7.948
Ift74,6.261
Ift80,6.89
Ift81,5.571
Ift88,6.284
Igbp1,8.183
Igbp1b,5.949
Igf1,22.074
Igf1r,5.011
Igf2,19.094
Igf2as,6.802
Igf2bp1,4.667
Igf2bp2,6.557
Igf2bp3,7.575
Igf2r,7.849
Igfals,3.549
Igfbp1,4.581
Igfbp2,10.663
Igfbp3,5.427
Igfbp4,10.779
Igfbp5,24
Igfbp6,24
Igfbp7,24
Igfbpl1,9.776
Igfl3,24
Igh,7.182
Igh-4,13.918
Igh-6,24
Ighmbp2,6.471
Ighv1-69,24
Ighv1-72,24
Ighv1-80,16.906
Igh-V3609N,11.438
Igh-V3660,6.382
Igh-VJ558,24
Igk-C,10.299
Igkv1-110,5.709
Igkv1-115,24
Igkv14-126,9.707
Igk-V19-17,16.119
Igk-V21-10,21.132
Igk-V21-12,24
Igkv2-116,14.716
Igk-V21-2,18.483
Igk-V21-9,12.224
Igk-V24,6.508
Igk-V28,6.795
Igk-V32,11.748
Igkv4-56,24
Igkv4-61,4.884
Igkv4-77,14.716
Igkv4-90,8.536
Igkv4-91,8.74
Igkv6-23,4.13
Igk-V8,21.393
Igk-V8-18,10.534
Igk-V8-19,15.437
Igkv8-30,11.054
Igll1,12.765
Igl-V1,7.921
Igsf1,4.757
Igsf10,2.852
Igsf11,3.237
Igsf21,8.463
Igsf3,10.713
Igsf4a,8.631
Igsf4c,16.464
Igsf4d,6.15
Igsf8,12.333
Igsf9,5.621
Igsf9b,18.145
Igtp,4.443
Ihh,2.602
Ihpk1,3.582
Ihpk2,8.031
Iigp1,3.746
Iigp2,2.326
Ik,6.595
Ikbkap,6.697
Ikbkb,7.542
Ikbke,14.38
Ikbkg,8.381
Ikzf1,7.421
Ikzf2,2.925
Ikzf3,17.285
Ikzf4,4.545
Ikzf5,6.788
Il10,5.394
Il10ra,3.823
Il10rb,5.215
Il11,4.754
Il11ra1,4.86
Il11ra2,5.385
Il12a,24
Il12b,11.848
Il12rb1,2.876
Il13,11.971
Il13ra1,12.246
Il15,2.332
Il15ra,2.681
Il16,5.196
Il17b,6.716
Il17c,19.254
Il17d,12.399
Il17f,7.701
Il17ra,2.885
Il17rb,4.431
Il17rc,9.653
Il17rd,1.78
Il17re,9.43
Il18,9.817
Il18bp,11.494
Il19,4.731
Il1f10,7.044
Il1f6,24
Il1f8,15.301
Il1r1,7.542
Il1r2,7.642
Il1rl1,12.836
Il1rl2,4.334
Il1rn,5.165
Il20,7.71
Il20ra,1.98
Il20rb,2.75
Il21r,5.662
Il23a,6.053
Il24,3.734
Il25,1.583
Il27,18.337
Il27ra,8.311
Il28,24
Il28ra,2.674
Il2rb,24
Il2rg,9.469
Il31ra,24
Il33,7.001
Il3ra,24
Il4i1,5.235
Il4ra,2.493
Il6ra,12.139
Il6st,5.959
Il7,2.527
Ildr1,3.314
Ilf2,10.813
Ilf3,9.762
Ilk,10.074
Ilkap,6.364
Ilvbl,5.291
Immp1l,9.748
Immp2l,15.301
Immt,7.319
Imp3,3.387
Imp4,10.663
Impa1,11.4
Impa2,15.335
Impact,9.762
Impad1,8.818
Impdh1,18.938
Impdh2,7.405
Ina,24
Inadl,5.344
Incenp,4.006
Indo,3.292
Indol1,9.279
Ing1,2.751
Ing2,3.322
Ing3,4.283
Ing4,10.502
Ing5,6.842
Inha,9.508
Inhba,10.47
Inhbb,2.868
Inhbe,5.406
Inoc1,4.018
Inpp1,3.924
Inpp4a,6.418
Inpp4b,7.058
Inpp5a,12.859
Inpp5b,5.549
Inpp5d,5.432
Inpp5e,5.607
Inpp5f,5.315
Inppl1,8.686
Ins1,7.65
Ins2,7.684
Insc,6.199
Insig1,24
Insig2,6.172
Insl3,16.347
Insl5,15.897
Insl6,4.072
Insm1,1.98
Insm2,9.12
Insr,6.652
Insrr,13.202
Ints1,17.459
Ints10,10.423
Ints12,2.62
Ints3,7.903
Ints4,6.829
Ints5,2.861
Ints6,2.709
Ints7,4.683
Ints8,6.716
Intu,10.779
Invs,3.514
Ipmk,6.769
Ipo11,5.251
Ipo13,5.589
Ipo4,9.68
Ipo7,10.031
Ipo8,7.469
Ipo9,8.222
Ipp,4.951
Ippk,2.37
Iqcb1,4.929
Iqcc,2.607
Iqcd,24
Iqce,6.484
Iqcf1,13.511
Iqcf4,6.312
Iqcf5,14.842
Iqcg,9.68
Iqch,4.677
Iqck,5.188
Iqgap1,6.318
Iqgap2,7.197
Iqgap3,10.95
Iqsec1,6.532
Iqsec3,16.947
Iqwd1,8.341
Irak1,7.258
Irak1bp1,5.965
Irak2,2.563
Irak3,4.101
Irak4,8.99
Ireb2,5.402
Irf1,1.226
Irf2,2.456
Irf2bp1,2.05
Irf2bp2,1.198
Irf3,6.4
Irf4,4.689
Irf5,4.79
Irf6,4.627
Irf7,15.369
Irf8,4.153
Irg1,9.859
Irgb10,6.172
Irgm,2.567
Irgq,2.502
Irs1,1.815
Irs2,1.422
Irs3,3.58
Irs4,2.021
Irx1,1.981
Irx2,2.673
Irx3,1.933
Irx4,4.443
Irx5,1.871
Irx6,5.975
Iscu,10.045
Isg15,4.116
Isg20,9.495
Isg20l1,5.085
Isg20l2,3.92
Isgf3g,3.85
Isl1,2.64
Isl2,2.561
Islr,24
Islr2,11.179
Isoc1,14.747
Isoc2a,24
Isoc2b,24
Isx,1.27
Isyna1,14.145
Itch,5.364
Itfg1,14.747
Itfg2,6.788
Itfg3,13.752
Itga1,4.006
Itga10,7.319
Itga11,24
Itga2b,19.804
Itga3,10.502
Itga5,9.392
Itga6,5.965
Itga7,12.246
Itga8,6.418
Itga9,9.482
Itgad,24
Itgae,13.807
Itgal,24
Itgam,5.444
Itgav,14.685
Itgb1,8.909
Itgb1bp1,9.132
Itgb1bp2,6.588
Itgb1bp3,5.635
Itgb2,8.004
Itgb3,10.696
Itgb3bp,4.128
Itgb4,22.504
Itgb4bp,6.645
Itgb5,8.361
Itgb6,20.629
Itgb7,24
Itgb8,2.34
Itgbl1,24
Itih1,4.651
Itih2,16.662
Itih3,13.835
Itih4,14.779
Itih5,8.473
Itih5l,13.102
Itlna,12.311
Itm2a,24
Itm2b,9.887
Itm2c,10.223
Itpa,6.453
Itpk1,11.4
Itpka,24
Itpkb,14.174
Itpkc,2.072
Itpr1,4.816
Itpr2,4.262
Itpr3,11.571
Itsn1,21.132
Itsn2,5.649
Ivd,12.377
Ivns1abp,6.255
Iws1,3.547
Ixl,9.084
Izumo1,3.271
Jag1,3.314
Jag2,8.088
Jagn1,2.846
Jak1,7.912
Jak2,4.041
Jak3,24
Jakmip1,4.412
Jakmip2,4.06
Jam2,17.957
Jam3,8.557
Jam4,10.253
Jarid1a,4.125
Jarid1b,3.525
Jarid1c,4.058
Jarid1d,13.698
Jarid2,4.699
Jazf1,4.874
Jmjd1a,5.929
Jmjd1b,6.382
Jmjd1c,2.046
Jmjd2a,5.771
Jmjd2b,4.99
Jmjd2c,2.938
Jmjd2d,4.039
Jmjd3,6.238
Jmjd4,2.266
Jmjd5,4.718
Jmy,2.818
Josd1,5.377
Josd2,13.862
Josd3,5.69
Jph1,2.451
Jph2,6.582
Jph3,7.921
Jph4,4.545
Jrk,1.308
Jrkl,1.106
Jsrp1,4.489
Jtb,3.683
Jtv1,4.483
Jub,2.643
Jun,1.3
Junb,1.838
Jund1,3.229
Jundm2,4.515
Jup,17.242
K230010J24Rik,6.952
Kalrn,3.369
Kars,9.831
Katna1,4.926
Katnal1,24
Katnal2,7.029
Katnb1,9.547
Kazald1,12.117
Kb16p,9.001
Kbtbd10,11.054
Kbtbd11,3.271
Kbtbd2,1.188
Kbtbd3,3.154
Kbtbd4,3.419
Kbtbd5,5.766
Kbtbd7,2.944
Kbtbd8,2.622
Kbtbd9,3.214
Kcmf1,4.324
Kcna1,4.53
Kcna5,1.462
Kcna6,2.998
Kcna7,3.938
Kcnab1,14.716
Kcnab2,14.623
Kcnab3,6.808
Kcnb1,3.673
Kcnc1,13.407
Kcnc2,2.807
Kcnc3,17.459
Kcnc4,7.841
Kcnd1,4.689
Kcnd2,4.881
Kcnd3,8.281
Kcne1,13.004
Kcne1l,6.359
Kcne2,5.004
Kcne3,2.496
Kcnf1,6.406
Kcng1,2.815
Kcng4,11.002
Kcnh1,4.979
Kcnh2,8.135
Kcnh3,18.733
Kcnh5,5.929
Kcnh6,9.721
Kcnh8,1.769
Kcnip1,21.66
Kcnip2,20.326
Kcnip3,15.035
Kcnip4,4.728
Kcnj10,2.965
Kcnj12,2.537
Kcnj14,4.229
Kcnj15,10.631
Kcnj3,1.532
Kcnj4,4.067
Kcnj8,4.734
Kcnj9,4.734
Kcnk1,3.798
Kcnk12,3.702
Kcnk13,24
Kcnk15,24
Kcnk16,24
Kcnk18,11.215
Kcnk3,9.291
Kcnk4,24
Kcnk5,1.95
Kcnk6,3.898
Kcnk7,24
Kcnmb1,4.833
Kcnmb2,4.689
Kcnmb4,7.327
Kcnn1,8.774
Kcnn2,3.073
Kcnn3,2.075
Kcnn4,12.907
Kcnq1,8.291
Kcnq2,21.865
Kcnq3,4.096
Kcnq4,8.261
Kcnq5,6.295
Kcnrg,3.147
Kcns1,3.129
Kcns2,2.427
Kcns3,3.504
Kcnt1,10.779
Kcnt2,4.721
Kcnu1,24
Kctd1,3.434
Kctd10,8.321
Kctd11,5.959
Kctd12,9.144
Kctd12b,2.63
Kctd13,7.948
Kctd14,4.398
Kctd15,3.979
Kctd16,2.275
Kctd17,10.299
Kctd18,2.704
Kctd19,8.232
Kctd2,5.644
Kctd20,7.437
Kctd3,3.726
Kctd5,8.707
Kctd6,2.609
Kctd7,5.423
Kctd8,3.883
Kctd9,7.303
Kdelc1,6.924
Kdelc2,16.386
Kdelr1,6.639
Kdelr2,24
Kdelr3,19.042
Kdr,4.611
Keap1,4.286
Khdrbs1,7.625
Khdrbs2,4.864
Khdrbs3,17.285
Khk,14.031
Khsrp,18.288
Kif11,4.348
Kif12,10.031
Kif13a,3.181
Kif13b,3.245
Kif14,3.355
Kif15,6.194
Kif16b,5.864
Kif17,6.465
Kif18a,1.99
Kif19a,10.133
Kif1a,6.022
Kif1b,4.42
Kif1c,6.749
Kif20a,6.227
Kif21a,5.089
Kif21b,9.279
Kif22,4.158
Kif23,4.509
Kif24,3.327
Kif26a,24
Kif27,3.756
Kif2a,4.412
Kif2c,8.222
Kif3a,8.251
Kif3b,4.183
Kif3c,4.474
Kif4,4.661
Kif5a,10.614
Kif5b,5.545
Kif5c,5.536
Kif6,5.092
Kif7,3.593
Kif9,9.072
Kifap3,8.422
Kifc1,2.905
Kifc2,24
Kifc3,5.211
Kifc5c,2.969
Kin,2.254
Kirrel1,7.101
Kirrel2,3.56
Kirrel3,17.072
Kis2,2.242
Kiss1r,8.875
Kit,24
Kitl,9.001
Kl,3.902
Klb,5.944
Klc2,9.096
Klc3,24
Klc4,12.695
Klf1,2.264
Klf10,1.956
Klf11,13.591
Klf13,3.781
Klf15,2.04
Klf16,3.765
Klf17,7.849
Klf2,1.868
Klf3,1.408
Klf4,1.909
Klf5,2.92
Klf6,1.367
Klf7,2.751
Klf8,3.969
Klf9,1.878
Klhdc1,4.813
Klhdc2,5.052
Klhdc3,9.132
Klhdc4,10.598
Klhdc5,2.981
Klhdc7a,2.836
Klhdc7b,5.041
Klhdc8b,11.054
Klhl1,10.696
Klhl10,5.607
Klhl11,2.747
Klhl12,4.437
Klhl13,15.753
Klhl15,2.87
Klhl17,9.168
Klhl18,4.715
Klhl2,6.101
Klhl20,7.131
Klhl21,2.982
Klhl22,6.632
Klhl23,6.227
Klhl24,2.54
Klhl25,2.254
Klhl26,3.909
Klhl3,15.134
Klhl4,2.803
Klhl5,6.233
Klhl6,3.088
Klhl7,5.255
Klhl8,2.321
Klhl9,4.661
Klk1,20.568
Klk10,19.86
Klk11,24
Klk12,5.514
Klk13,8.311
Klk14,5.344
Klk15,11.344
Klk1b1,24
Klk1b11,8.642
Klk1b16,10.864
Klk1b21,24
Klk1b22,15.068
Klk1b24,23.104
Klk1b26,23.259
Klk1b27,6.08
Klk1b3,16.906
Klk1b4,9.508
Klk1b5,24
Klk1b8,8.183
Klk4,12.399
Klk5,15.403
Klk6,14.938
Klk7,18.097
Klk8,20.091
Klk9,11.514
Klra12,8.473
Klra16,12.421
Klra23,5.052
Klra3,3.129
Klra7,6.064
Klrb1b,24
Klrc2,14.41
Klrg1,6.183
Klri1,18.835
Klrk1,6.388
Kmo,6.57
Kndc1,4.997
Kng1,24
Kng2,24
Kntc1,6.671
Kntc2,4.334
Kpna1,13.485
Kpna2,3.565
Kpna3,6.233
Kpna4,7.617
Kpna6,5.869
Kpnb1,6.001
Kprp,23.737
Kptn,11.768
Kras,3.069
Krba1,4.2
Krcc1,4.015
Kremen1,23.576
Kremen2,3.852
Krit1,5.594
Krr1,3.831
Krt13,8.807
Krt14,24
Krt15,17.157
Krt16,24
Krt17,14.35
Krt18,4.806
Krt19,6.001
Krt20,16.386
Krt23,24
Krt24,24
Krt25,8.99
Krt27,10.045
Krt28,5.766
Krt2-ps1,24
Krt34,8.852
Krt36,4.255
Krt42,21.262
Krt5,11.381
Krt6a,7.101
Krt6b,5.389
Krt7,24
Krt71,10.55
Krt74,19.415
Krt75,8.222
Krt77,7.903
Krt78,18.886
Krt79,7.693
Krt8,8.631
Krt81,15.134
Krt82,12.033
Krt84,10.438
Krt85,12.765
Krt9,6.295
Krtap12-1,21.262
Krtap12-4,24
Krtap13-1,9.482
Krtap16-10,7.358
Krtap16-7,24
Krtap16-8,5.859
Krtap2-4,16.988
Krtap3-2,8.61
Krtap4-7,24
Krtap5-1,24
Krtap5-4,19.47
Krtap5-5,24
Krtap6-1,6.829
Krtap9-1,24
Krtcap2,6.101
Krtcap3,6.856
Krtdap,24
Ksr1,19.635
Kti12,2.203
Ktn1,5.558
Ky,7.131
Kynu,3.913
L1td1,5.048
L2hgdh,14.561
L3mbtl,5.168
L3mbtl2,8.232
L3mbtl3,2.699
Lace1,6.775
Lactb,9.392
Lactb2,8.536
Lad1,6.406
Lag3,7.676
Lage3,8.796
Lair1,5.231
Lalba,6.465
Lama1,10.47
Lama2,4.648
Lama3,5.635
Lama4,7.461
Lama5,6.101
Lamb1-1,6.155
Lamb2,6.723
Lamb3,12.421
Lamc1,8.807
Lamc2,9.587
Lamp1,9.417
Lamp2,6.973
Lamp3,15.472
Lancl1,13.946
Lancl2,10.016
Lancl3,2.963
Lap3,7.693
Laptm4a,8.955
Laptm4b,9.096
Laptm5,13.807
Large,3.392
Larp1,4.143
Larp2,6.006
Larp5,1.547
Larp6,2.739
Larp7,6.429
Lars,7.912
Lars2,8.154
Las1l,6.862
Lasp1,15.369
Lass2,5.356
Lass3,6.795
Lass4,5.037
Lass5,7.389
Lass6,10.95
Lat,7.477
Lat2,16.082
Lats1,2.659
Lax1,16.157
Layn,7.718
Lba1,4.608
Lbh,7.22
Lbp,15.003
Lbr,11.669
Lbx1,12.399
Lbx2,5.79
Lbxcor1,2.299
Lcat,4.205
Lce5a,8.164
Lck,9.762
Lcmt1,8.291
Lcmt2,1.048
Lcn10,12.311
Lcn12,18.05
Lcn13,9.944
Lcn8,2.449
Lcn9,12.033
Lcor,4.058
Lcorl,3.005
Lcp1,16.622
Lct,6.539
Lctl,6.788
Ldb1,4.77
Ldb2,4.364
Ldb3,4.929
Ldh1,24
Ldha,6.994
Ldhal6b,24
Ldhb,13.725
Ldhd,20.568
Ldlr,2.621
Ldlrad2,14.174
Ldlrad3,6.272
Ldlrap1,7.788
Ldoc1,9.279
Ldoc1l,2.303
Lect1,11.161
Lect2,11.868
Lef1,3.115
Lefty1,1.996
Lefty2,7.876
Lemd1,4.578
Lemd2,7.684
Lemd3,1.591
Lenep,24
Leng1,3.337
Leng4,9.916
Leng8,17.957
Leng9,2.37
Leo1,3.683
Lep,15.934
Lepre1,19.525
Leprel1,8.154
Leprel2,16.157
Leprot,11.808
Leprotl1,4.53
Letm1,8.301
Letmd1,13.485
Lfng,3.198
Lgals1,10.663
Lgals12,7.109
Lgals2,24
Lgals3,24
Lgals3bp,11.27
Lgals4,24
Lgals6,24
Lgals7,4.337
Lgals8,6.582
Lgals9,24
Lgi1,4.384
Lgi2,6.749
Lgi3,14.174
Lgi4,7.429
Lgmn,9.379
Lgr4,2.122
Lgr5,2.68
Lgr6,6.69
Lgtn,12.718
Lhfp,5.975
Lhfpl1,9.037
Lhfpl2,4.68
Lhfpl3,6.359
Lhfpl4,4.18
Lhx1,1.751
Lhx2,3.859
Lhx3,13.485
Lhx4,8.351
Lhx5,2.174
Lhx6,14.81
Lhx8,24
Lhx9,24
Lias,5.449
Lif,2.077
Lifr,6.359
Lig1,8.762
Lig3,5.466
Lig4,2.615
Lilrb3,24
Lilrb4,24
Lim2,12.489
