peak,target_gene,target_Ensembl_ID,target_Uniprot_ID,target_Entrez_ID,CLIP_LFC,CLIP_p,RNA_LFC,RNA_p,Protein_LFC,Protein_p,rank_value
peak59218,Itga2,ENSMUSG00000015533,Q62469,16398,0.823671077326542,0.116132903151606,0.921570935228582,6.96025158660319e-8,1.20423279993502,4.81296851886772e-4,2.949474812490144
peak73818,Cyb5r3,ENSMUSG00000018042,Q9DCN2,109754,-2.31042959668801,0.0589535425134891,0.28956609883081,0.0115686434069936,0.195469386523061,0.00845655647285195,2.795465082041881
peak141857,Cpne3,ENSMUSG00000028228,Q8BT60,70568,-2.2772833138423,0.112489364708631,0.253693264698575,0.0103014269546141,0.130123098014033,2.5123260892218e-4,2.6610996765549078
peak106245,Myof,ENSMUSG00000048612,Q69ZN7,226101,1.18356235717951,0.0621644163227055,0.663057532857582,0.00612451578212665,0.750565032033177,2.12042283545974e-4,2.597184922070269
peak106284,Myof,ENSMUSG00000048612,Q69ZN7,226101,1.06631746492948,0.153352235208885,0.663057532857582,0.00612451578212665,0.750565032033177,2.12042283545974e-4,2.4799400298202388
peak128953,Ddah1,ENSMUSG00000028194,Q9CWS0,69219,-1.17268381726402,0.121958821218502,0.68024831254843,3.09613059577524e-4,0.514501586520069,3.08000310288942e-5,2.3674337163325188
peak111312,Tnks1bp1,ENSMUSG00000033955,P58871,228140,1.59342094404826,0.0812672280473099,0.377393226784734,2.27779191068889e-5,0.36375750020882,1.53734627931747e-5,2.334571671041814
peak128955,Ddah1,ENSMUSG00000028194,Q9CWS0,69219,0.984242275061101,0.234361901760567,0.68024831254843,3.09613059577524e-4,0.514501586520069,3.08000310288942e-5,2.1789921741296
peak173585,Ipo8,ENSMUSG00000040029,Q7TMY7,320727,-1.45374159078079,0.431122145425325,0.416712405759937,0.0268324082776847,0.293593636083729,9.67248445878338e-4,2.164047632624456
peak57790,Iqgap2,ENSMUSG00000021676,Q3UQ44,544963,1.5210400039527,0.134069669481378,0.352343337305566,0.0466322116080695,0.175827901277217,0.0293625852520988,2.049211242535483
peak43972,Sdc1,ENSMUSG00000020592,P18828,20969,0.926679316853454,0.0913999393937046,0.524490361832983,1.05006311307527e-4,0.597652401531498,0.0215495984206085,2.048822080217935
peak30667,Myo19,ENSMUSG00000020527,Q5SV80,66196,-1.3951662073363,0.278946163161107,0.29978878725828,0.0320494655634427,0.290509316111468,0.0425138656182269,1.9854643107060481
peak111334,Tnks1bp1,ENSMUSG00000033955,P58871,228140,1.2352576395211,0.0560761280404955,0.377393226784734,2.27779191068889e-5,0.36375750020882,1.53734627931747e-5,1.976408366514654
peak190871,Cpne2,ENSMUSG00000034361,P59108,234577,1.26584115246126,0.0552992513740199,0.365694130224795,0.0497255393073073,0.340555656207665,7.30050098996888e-6,1.97209093889372
peak202840,Als2cl,ENSMUSG00000044037,Q60I26,235633,1.08574760697006,0.0569251652353476,0.503741837680165,6.02716326683656e-4,0.344488145544266,4.13720677044538e-4,1.9339775901944911
peak126834,S100a11,ENSMUSG00000027907,P50543,20195,0.705061607045512,0.448833423645985,0.471594566207703,0.00243495131873894,0.72656234203024594,0.0012793240155308,1.903218515283461
peak75291,Lima1,ENSMUSG00000023022,Q9ERG0,65970,1.36997150506379,0.0597059681504286,0.233542289459224,0.0379931614447678,0.2893814401012,7.55090922871448e-4,1.892895234624214
