"","Var1","Freq"
"1242","Ier2",4
"1243","Ier3",1
"1244","Iffo2",2
"1245","Ifi30 Mpv17l2",2
"1246","Ifi47 Olfr56",1
"1247","Ifih1",1
"1248","Ifit1",1
"1249","Ifit1bl1",2
"1250","Ifit2",1
"1251","Ifitm2",1
"1252","Ifnar1",1
"1253","Ifngr1",4
"1254","Ifngr2",2
"1255","Ifnlr1",1
"1256","Igf1r",1
"1257","Igf2bp2",1
"1258","Igf2r",2
"1259","Igfbp3",3
"1260","Igfbp4",1
"1261","Igfbp5",1
"1262","Ighv3-6",1
"1263","Ighv3-8",1
"1264","Igkv8-30",2
"1265","Igsf5",2
"1266","Igsf8",1
"1267","Ihh",2
"1268","Iigp1",2
"1269","Ikbkap",1
"1270","Ikbke",1
"1271","Il10ra",1
"1272","Il10rb",1
"1273","Il15ra",1
"1274","Il1rap",1
"1275","Il34",1
"1276","Il6st",1
"1277","Ilf2",1
"1278","Imp4",2
"1279","Impad1",3
"1280","Impdh2",2
"1281","Ing4",3
"1282","Ino80c",1
"1283","Ino80d",3
"1284","Insig1",2
"1285","Insig2",2
"1286","Insr",2
"1287","Ints1",1
"1288","Ints11",1
"1289","Ints6",1
"1290","Ints7",1
"1291","Ipmk",4
"1292","Ipo11",1
"1293","Ipo8",1
"1294","Iqgap1",1
"1295","Iqgap2",2
"1296","Iqsec1",1
"1297","Irf1",4
"1298","Irf2",1
"1299","Irf2bp2",3
"1300","Irf7",1
"1301","Irgm1",1
"1302","Irs2",2
"1303","Isg15",1
"1304","Ist1",4
"1305","Itfg1",1
"1306","Itfg2",1
"1307","Itga2",2
"1308","Itga3",6
"1309","Itga6",7
"1310","Itgb1",5
"1311","Itgb4",3
"1312","Itgb6",1
"1313","Itpk1",2
"1314","Itpr3",1
"1315","Itsn2",2
"1316","Ivd",1
"1317","Ivns1abp",4
"1318","Jag2",1
"1319","Jarid2",3
"1320","Jcad",1
"1321","Jmjd1c",1
"1322","Jmy",1
"1323","Jun",3
"1324","Junb",2
"1325","Jup",2
"1326","Kalrn",2
"1327","Kank1",2
"1328","Kansl3",1
"1329","Kat6a",2
"1330","Kat7",1
"1331","Katnb1",1
"1332","Kbtbd11",1
"1333","Kbtbd2",1
"1334","Kbtbd4",1
"1335","Kcmf1",2
"1336","Kcne3",1
"1337","Kcnip1",1
"1338","Kcnk6",1
"1339","Kcnma1",2
"1340","Kcnn4",1
"1341","Kcnq1",1
"1342","Kctd10",3
"1343","Kctd20",4
"1344","Kdelr1",2
"1345","Kdm2a",1
"1346","Kdm3a",1
"1347","Kdm3b",1
"1348","Kdm4a",1
"1349","Kdm5a",1
"1350","Kdm5c",2
"1351","Kdm6a",1
"1352","Kdm6b",3
"1353","Kdm7a",1
"1354","Keap1",1
"1355","Khnyn",2
"1356","Khsrp",2
"1357","Kidins220",1
"1358","Kif13a",1
"1359","Kif13b",2
"1360","Kif1b",3
"1361","Kif20a",1
"1362","Kif21b",3
"1363","Kif4",1
"1364","Kif5b",3
"1365","Kifap3",1
"1366","Kitl",1
"1367","Klf13",2
"1368","Klf3",4
"1369","Klf4",6
"1370","Klf5",7
"1371","Klf6",7
"1372","Klf7",1
"1373","Klf9",2
"1374","Klhdc10",1
"1375","Klhdc3",2
"1376","Klhl11",1
"1377","Klk1",1
"1378","Kmt2a",1
"1379","Kmt2b",2
"1380","Kmt2c",1
"1381","Kmt2d",4
"1382","Kmt2e",1
"1383","Kpna4",1
"1384","Kpna6",1
"1385","Kpnb1",2
"1386","Kras",2
"1387","Krt19",1
"1388","Krt20",2
"1389","Krt7",1
"1390","Krt8",1
"1391","Ksr1",2
"1392","Kti12 Txndc12",1
"1393","Kxd1",1
"1394","Lad1",1
"1395","Lamb1",1
"1396","Lamb3",2
"1397","Lamc2",2
"1398","Lamp2",5
"1399","Lamtor1",1
"1400","Lamtor4",2
"1401","Laptm4a",1
"1402","Laptm4b",1
"1403","Larp1",1
"1404","Larp4b",5
"1405","Lars",1
"1406","Lasp1",3
"1407","Lbr",1
"1408","Lcor",3
"1409","Lcorl",1
"1410","Ldah",1
"1411","Ldha",1
"1412","Ldlr",5
"1413","Ldlrap1",1
"1414","Lef1",1
"1415","Lgals3bp",1
"1416","Lgals8",2
"1417","Lgalsl",3
"1418","Lgmn",1
"1419","Lgr4",4
"1420","Lima1",1
"1421","Limk2",2
"1422","Lin54",1
"1423","Lin7c",1
"1424","Lipg",1
"1425","Liph",2
"1426","Lipt2",1
"1427","Litaf",3
"1428","Llgl2",2
"1429","Lman2",1
"1430","Lman2l",1
"1431","Lmbr1l",2
"1432","Lmf2",1
"1433","Lmna",3
"1434","Lmnb1",1
"1435","Lmo7",3
"1436","Lmtk2",3
"1437","Lonp2",1
"1438","Lpar1",2
"1439","Lpar6",2
"1440","Lpin1",1
"1441","Lpo",1
"1442","Lpp",4
"1443","Lrba",1
"1444","Lrch4",1
"1445","Lrig1",3
"1446","Lrmda",1
"1447","Lrmp",1
"1448","Lrp1",2
"1449","Lrp10",2
"1450","Lrp5",1
"1451","Lrp6",1
"1452","Lrpprc",1
"1453","Lrrc16a",2
"1454","Lrrc19",1
"1455","Lrrc42",1
"1456","Lrrc47",1
"1457","Lrrc58",2
"1458","Lrrc8a",1
"1459","Lrrc8a RP23-395P6.10",1
"1460","Lrrc8d",3
"1461","Lrrfip1",1
"1462","Lrrk1",4
"1463","Lsm12",1
"1464","Lsm8",1
"1465","Ltn1",1
"1466","Luc7l2",1
"1467","Luc7l3",1
"1468","Luzp1",3
"1469","Ly6a",3
"1470","Ly6c1",1
"1471","Ly6d",1
"1472","Ly6e",2
"1473","Ly6g",6
"1474","Lyar",1
"1475","Lypd8",6
"1476","Lypla2",1
"1477","Lyrm4",1
"1478","Lysmd2",1
"1479","Lzts2",1
"1480","Macc1",1
"1481","Macf1",4
"1482","Madd",1
"1483","Maea",1
"1484","Magi1",2
"1485","Mal2",1
"1486","Malat1",5
"1487","Mall",2
"1488","Maml3",2
"1489","Mampt",1
"1490","Man1a2",1
"1491","Man2a1",1
"1492","Man2b1",1
"1493","Manf",1
"1494","Maoa",1
"1495","Map2k3",3
"1496","Map2k4",2
"1497","Map2k7",1
"1498","Map3k1",2
"1499","Map3k13",1
"1500","Map3k9",3
"1501","Map4",1
"1502","Map4k3",1
"1503","Map4k4",2
"1504","Map7",2
"1505","Mapk1",1
"1506","Mapk13",1
"1507","Mapk14",2
"1508","Mapk3",2
"1509","Mapk6",2
"1510","Mapk7",1
"1511","Mapkapk2",1
"1512","Mapkapk5",1
"1513","Mapre1",1
"1514","Mapre2",2
"1515","March2",1
"1516","March6",3
"1517","March7",1
"1518","March9",1
"1519","Marcksl1",2
"1520","Marf1",1
"1521","Mark3",1
"1522","Mars",2
"1523","Marveld2",3
"1524","Marveld3",1
"1525","Mast4",1
"1526","Mat2a",4
"1527","Mat2b",2
"1528","Mau2",2
"1529","Max",2
"1530","Maz",1
"1531","Mbd5",2
"1532","Mbnl1",4
"1533","Mbnl2",1
"1534","Mboat1",5
"1535","Mbp",1
"1536","Mbtd1",2
"1537","Mcfd2",2
"1538","Mcl1",8
"1539","Mcm7",1
"1540","Mcmbp",1
"1541","Mcrip2",1
"1542","Mcrs1",1
"1543","Mcts1",1
"1544","Mcu",3
"1545","Mdc1",1
"1546","Mdfi",1
"1547","Mdh1",1
"1548","Mdm2",1
"1549","Mdm4",3
"1550","Mdn1",1
"1551","Me2",1
"1552","Meaf6",1
"1553","Mecom",9
"1554","Med1",3
"1555","Med13",1
"1556","Med14",1
"1557","Med25",1
"1558","Med26",1
"1559","Mef2d",3
"1560","Memo1",1
"1561","Mesdc2",1
"1562","Met",2
"1563","Metap1",1
"1564","Metap2",1
"1565","Metrnl",1
"1566","Mettl1",1
"1567","Mettl13",1
"1568","Mettl16",1
"1569","Mettl6",1
"1570","Mettl7b",1
"1571","Mex3a",1
"1572","Mfap3",1
"1573","Mfn1",1
"1574","Mfn2",2
"1575","Mfsd12",1
"1576","Mfsd14a",4
"1577","Mfsd4",4
"1578","Mfsd5",1
"1579","Mgam",1
"1580","Mgam2-ps",1
"1581","Mgat1",1
"1582","Mgat3",1
"1583","Mgat4a",7
"1584","Mgat4c",2
"1585","Mgat5",5
"1586","Mgst1",1
"1587","Mgst2",3
"1588","Mia2",1
"1589","Mia3",1
"1590","Mib1",2
"1591","Micall2",1
"1592","Micu1",2
"1593","Mid1ip1",1
"1594","Midn",3
"1595","Mief2",1
"1596","Mier3",1
"1597","Mif",1
"1598","Mink1",2
"1599","Minpp1",1
"1600","Misp",3
"1601","Mkl2",2
"1602","Mkln1",1
"1603","Mknk2",3
"1604","Mkrn3",1
"1605","Mllt3",3
"1606","Mllt4",2
"1607","Mllt6",3
"1608","Mlxip",2
"1609","Mmd",1
"1610","Mmp14",1
"1611","Mmp28",1
"1612","Mnt",1
"1613","Mob1a",2
"1614","Mob1b",3
"1615","Morc3",2
"1616","Morf4l2",1
"1617","Mov10",1
"1618","Mpdu1",1
"1619","Mpp1",1
"1620","Mpp7",1
"1621","Mprip",2
"1622","Mpzl1",1
"1623","Mpzl3",1
"1624","Mrfap1",1
"1625","Mrpl12",1
"1626","Mrpl24",1
"1627","Mrpl33",1
"1628","Mrpl36",1
"1629","Mrps18b",1
"1630","Mrps24",1
"1631","Mrps31",1
"1632","Mrs2",2
"1633","Ms4a7",1
"1634","Ms4a8a",2
"1635","Msantd2",1
"1636","Msi2",1
"1637","Msl1",2
"1638","Msn",2
"1639","Mst1r",1
"1640","mt-Nd1",1
"1641","mt-Nd2",1
"1642","mt-Nd5",2
"1643","mt-Nd6",1
"1644","mt-Rnr1",1
"1645","mt-Rnr2",1
"1646","Mtch1",1
"1647","Mtfr1",1
"1648","Mthfd1",1
"1649","Mthfd1l",1
"1650","Mthfr",1
"1651","Mtif2",1
"1652","Mtm1",1
"1653","Mtmr11",1
"1654","Mtmr12",1
"1655","Mtmr6",3
"1656","Mtmr7",2
"1657","Mtus1",2
"1658","Muc13",2
"1659","Muc2",6
"1660","Muc3",6
"1661","Muc4",2
"1662","Mvd",1
"1663","Mx1",1
"1664","Mxd1",9
"1665","Myadm",4
"1666","Myb",1
"1667","Mybbp1a",2
"1668","Myc",1
"1669","Mycbp2",1
"1670","Mydgf",1
"1671","Myh14",2
"1672","Myh9",6
"1673","Myl6",2
"1674","Myl6 Myl6b",1
"1675","Myl7",1
"1676","Mylip",1
"1677","Mylk",2
"1678","Mynn",1
"1679","Myo10",1
"1680","Myo19",1
"1681","Myo1a",1
"1682","Myo1b",1
"1683","Myo1c",1
"1684","Myo1d",4
"1685","Myo5b",1
"1686","Myo5c",1
"1687","Myo6",1
"1688","Myo9b",1
"1689","Myof",1
"1690","N4bp1",2
"1691","N4bp2",1
"1692","Naa15",1
"1693","Naa25",1
"1694","Naa30",1
"1695","Naa40",1
"1696","Naa50",1
"1697","Nacc1",1
"1698","Nadsyn1",1
"1699","Naga",1
"1700","Naip1",3
"1701","Naip6",1
"1702","Nans",1
"1703","Nap1l1",1
"1704","Narf",1
"1705","Nasp",1
"1706","Nav2",2
"1707","Nbeal2",4
"1708","Nbeal2 Nradd",1
"1709","Nbr1",2
"1710","Ncapd2",2
"1711","Ncaph2",1
"1712","Ncbp3",1
"1713","Ncf2",1
"1714","Nck1",1
"1715","Nck2",1
"1716","Nckap1",3
"1717","Ncl",1
"1718","Ncln",1
"1719","Ncoa2",5
"1720","Ncoa3",2
"1721","Ncor1",1
"1722","Ncor2",1
"1723","Ncstn",2
"1724","Ndfip2",1
"1725","Ndrg1",2
"1726","Ndrg2",1
"1727","Ndst1",2
"1728","Ndufa3",1
"1729","Ndufa5",1
"1730","Ndufaf5",1
"1731","Ndufb6",1
"1732","Ndufb8",1
"1733","Ndufc2",1
"1734","Ndufs2",1
"1735","Ndufs8 Tcirg1",1
"1736","Neat1",21
"1737","Necap2",1
"1738","Nectin1",1
"1739","Nedd1",2
"1740","Nedd4",2
"1741","Nedd9",1
"1742","Nek2",1
"1743","Nek6",1
"1744","Nek9",1
"1745","Nelfa",1
"1746","Nemf",1
"1747","Net1",3
"1748","Neto2",1
"1749","Neu1",1
"1750","Nf2",1
"1751","Nfat5",1
"1752","Nfatc3",1
"1753","Nfe2l1",1
"1754","Nfe2l2",2
"1755","Nfia",3
"1756","Nfib",4
"1757","Nfix",1
"1758","Nfkb1",1
"1759","Nfkbia",1
"1760","Nfrkb",1
"1761","Nfu1",1
"1762","Nfx1",1
"1763","Nfyb",1
"1764","Ngdn",1
"1765","Ngly1",1
"1766","Nhp2",1
"1767","Nhsl1",1
"1768","Nif3l1",1
"1769","Nin",1
"1770","Nipal1",3
"1771","Nipbl",1
"1772","Nipsnap3b",1
"1773","Nkrf",1
"1774","Nlrc5",1
"1775","Nlrp9b",1
"1776","Nmd3",1
"1777","Nmt1",1
"1778","Nol4l",2
"1779","Nop10",1
"1780","Nop14",2
"1781","Nop56",1
"1782","Nop58",1
"1783","Nosip",1
"1784","Npc1",5
"1785","Npc2",1
"1786","Npepps",3
"1787","Npm1",3
"1788","Nptn",1
"1789","Nr1d2",1
"1790","Nr1i2",2
"1791","Nr2c1",1
"1792","Nr2c2",1
"1793","Nr3c1",2
"1794","Nr3c2",2
"1795","Nr6a1",4
"1796","Nrarp",1
"1797","Nras",3
"1798","Nrd1",2
"1799","Nrip1",2
"1800","Nrp1",1
"1801","Nrp2",1
"1802","Nrros",1
"1803","Nsd1",6
"1804","Nsd2",1
"1805","Nsmce2",1
"1806","Nsun2",2
"1807","Nt5e",1
"1808","Nuak2",2
"1809","Nucb1",1
"1810","Nucks1",7
"1811","Nudt19",1
"1812","Nudt3",1
"1813","Nudt4",1
"1814","Nufip2",1
"1815","Nup153",1
"1816","Nup155",2
"1817","Nup160",2
"1818","Nup205",2
"1819","Nup210",1
"1820","Nup214",1
"1821","Nup54",1
"1822","Nup62",1
"1823","Nupl1",2
"1824","Nupl2",1
"1825","Nus1",2
"1826","Nusap1",1
"1827","Nvl",2
"1828","Nxt2",1
"1829","Oas1c",1
"1830","Oas3",1
"1831","Oasl1",1
"1832","Oasl2",3
"1833","Oaz1",1
"1834","Ociad2",1
"1835","Ocln",2
"1836","Ogdh",2
"1837","Ogfr",1
"1838","Ogt",2
"1839","Oit1",6
"1840","Ormdl3",1
"1841","Osbpl2",1
"1842","Osbpl3",1
"1843","Osbpl9",2
"1844","Osmr",2
"1845","Ostm1",1
"1846","Otud4",3
"1847","Otud7b",2
"1848","Oxct1",1
"1849","Oxsr1",3
"1850","P2rx4",2
"1851","P3h4",1
"1852","Pabpc1",6
"1853","Pabpn1",1
"1854","Paf1",1
"1855","Pafah1b1",1
"1856","Pafah1b2",1
"1857","Pag1",1
"1858","Paics",1
"1859","Paip2b",1
"1860","Pak2",2
"1861","Pak4",2
"1862","Pak6",1
"1863","Pan2",1
"1864","Pan3",4
"1865","Papd7",1
"1866","Papola",1
"1867","Pappa",1
"1868","Papss2",1
"1869","Pard3",1
"1870","Pard3b",2
"1871","Pard6b",2
"1872","Park7",2
"1873","Parm1",2
"1874","Parp12",1
"1875","Parp14",5
"1876","Parp16",1
"1877","Parp2",1
"1878","Parp9",1
"1879","Pars2",1
"1880","Parva",1
"1881","Pbrm1",4
"1882","Pbxip1",1
"1883","Pcbp1",2
"1884","Pcbp2",1
"1885","Pcca",1
"1886","Pcgf3",1
"1887","Pcgf5",1
"1888","Pcif1",1
"1889","Pck1",1
"1890","Pcmt1",2
"1891","Pcmtd1",1
"1892","Pcnx",1
"1893","Pcnxl3",1
"1894","Pcsk9",1
"1895","Pcyox1l",3
"1896","Pcyt2",1
"1897","Pdcd4",1
"1898","Pdcd6ip",1
"1899","Pddc1",2
"1900","Pde3a",3
"1901","Pde4d",2
"1902","Pde4dip",1
"1903","Pde5a",1
"1904","Pde9a",1
"1905","Pdha1",1
"1906","Pdia3",3
"1907","Pdia6",1
"1908","Pdik1l",2
"1909","Pdk1",1
"1910","Pdlim1",3
"1911","Pdlim5",2
"1912","Pdp2",1
"1913","Pdpk1",1
"1914","Pdpr",1
"1915","Pdss1",1
"1916","Pdss2",1
"1917","Pdxdc1",2
"1918","Pdxk",2
"1919","Pdzd8",1
"1920","Pea15a",1
"1921","Pelp1",1
"1922","Per1",1
"1923","Per2",1
"1924","Perp",6
"1925","Pex11a",1
"1926","Pex7",2
"1927","Pfdn4",1
"1928","Pfkfb2",2
"1929","Pfkfb4",1
"1930","Pfkl",1
"1931","Pfkp",4
"1932","Pgam1",1
"1933","Pgap1",1
"1934","Pgap2",1
"1935","Pgd",2
"1936","Pglyrp1",1
"1937","Pgm3",2
"1938","Phactr4",2
"1939","Phc3",1
"1940","Phf11b",1
"1941","Phf20l1",2
"1942","Phf3",1
"1943","Phf6",1
"1944","Phgr1",1
"1945","Phkb",2
"1946","Phlda2",1
"1947","Phldb2",2
"1948","Phlpp1",1
"1949","Phlpp2",2
"1950","Phykpl",1
"1951","Pi4kb",1
"1952","Pias4",2
"1953","Picalm",4
"1954","Piga",1
"1955","Pigm",3
"1956","Pigp",1
"1957","Pigr",3
"1958","Pigs",1
"1959","Pigt",2
"1960","Pik3c2b",1
"1961","Pik3cb",1
"1962","Pik3r1",2
"1963","Pim1",1
"1964","Pim3",1
"1965","Pip4k2b",1
"1966","Pip4k2c",1
"1967","Pip5k1a",1
"1968","Pip5k1b",3
"1969","Pisd",2
"1970","Pitpna",2
"1971","Pja2",1
"1972","Pkd1",2
"1973","Pkdcc",4
"1974","Pkm",1
"1975","Pkn2",1
"1976","Pkp4",1
"1977","Pla2g10",1
"1978","Pla2g2a",1
"1979","Pla2g3",1
"1980","Pla2g4a",1
"1981","Pla2g6",2
"1982","Plac8",2
"1983","Plagl2",6
"1984","Plat",1
"1985","Plaur",1
"1986","Plcb3",1
"1987","Plcg1",1
"1988","Plch1",1
"1989","Plcl2",1
"1990","Pld1",1
"1991","Plec",6
"1992","Plekha5",1
"1993","Plekha6",6
"1994","Plekha7",4
"1995","Plekhb2",3
"1996","Plekhf2",1
"1997","Plekhg3",2
"1998","Plekhg6",1
"1999","Plekhh1",1
"2000","Plekhh2",2
"2001","Plekhj1",1
"2002","Plekhm1",5
"2003","Plekhm3",1
"2004","Plet1",1
"2005","Plk2",2
"2006","Plod2",1
"2007","Plod3",1
"2008","Plpp3",2
"2009","Plrg1",1
"2010","Pls1",4
"2011","Pls3",1
"2012","Plscr1",1
"2013","Plxna1",1
"2014","Plxnb2",2
"2015","Plxnd1",1
"2016","Pmaip1",3
"2017","Pmepa1",4
"2018","Pmp22",1
"2019","Pmpca",1
"2020","Pnisr",2
"2021","Pnpla8",1
"2022","Pnrc1",1
"2023","Pogz",1
"2024","Poldip3",1
"2025","Polr2a",1
"2026","Polr2m Gcom1",1
"2027","Polr3k",1
"2028","Polrmt",1
"2029","Pon2",2
"2030","Pop4",1
"2031","Postn",1
"2032","Pou2f1",2
"2033","Pou6f1",1
"2034","Pparg",2
"2035","Ppargc1b",1
"2036","Ppfia1",1
"2037","Ppfibp2",1
"2038","Ppif",1
"2039","Ppig",1
"2040","Ppm1b",1
"2041","Ppm1g",1
"2042","Ppm1h",2
"2043","Ppnr Tcf7l2",1
"2044","Ppp1ca",3
"2045","Ppp1cb",4
"2046","Ppp1r10",2
"2047","Ppp1r12b",1
"2048","Ppp1r14b",1
"2049","Ppp1r15b",8
"2050","Ppp1r2",1
"2051","Ppp1r37",1
"2052","Ppp1r3b",2
"2053","Ppp1r8",1
"2054","Ppp2ca",1
"2055","Ppp2r2a",1
"2056","Ppp2r3a",1
"2057","Ppp2r4",1
"2058","Ppp2r5a",1
"2059","Ppp2r5e",2
"2060","Ppp3ca",1
"2061","Ppp4c",1
"2062","Ppp4r1",1
"2063","Ppp4r2",1
"2064","Ppp6c",1
"2065","Ppp6r3",1
"2066","Pptc7",2
"2067","Pqlc2",1
"2068","Prdm1",1
"2069","Prdm10",1
"2070","Prdx2",1
"2071","Prdx3",1
"2072","Prdx6",2
"2073","Preb",1
"2074","Prelid3b",1
"2075","Prelid3b Atp5e",1
"2076","Prkab1",1
"2077","Prkaca",1
"2078","Prkar1a",1
"2079","Prkar2a",2
"2080","Prkca",1
"2081","Prkcd",3
"2082","Prkcsh",2
"2083","Prkcz",1
"2084","Prkx",1
"2085","Prmt1",1
"2086","Proc",1
"2087","Prom1",5
"2088","Prosc",1
"2089","Proser1",1
"2090","Prpf19",1
"2091","Prpf39",2
"2092","Prpf40a",3
"2093","Prpf8",4
"2094","Prpsap1",2
"2095","Prr15l",1
"2096","Prr5",2
"2097","Prrc2b",3
"2098","Prrc2c",1
"2099","Prss30",1
"2100","Prss32",1
"2101","Psap",2
"2102","Psd3",4
"2103","Pskh1",2
"2104","Psma4",1
"2105","Psma6",1
"2106","Psmb1",1
"2107","Psmb2",1
"2108","Psmb4",3
"2109","Psmb6",1
"2110","Psmb7",1
"2111","Psmc2",1
"2112","Psmd12",1
"2113","Psmd14",2
"2114","Psmd7",1
"2115","Psme3",1
"2116","Psme4",2
"2117","Ptbp1",2
"2118","Ptbp3",6
"2119","Ptcd1",1
"2120","Ptcd2",1
"2121","Pten",3
"2122","Ptgfrn",2
"2123","Ptgs1",1
"2124","Ptk2",3
"2125","Ptk2b",1
"2126","Ptms",1
"2127","Ptp4a1",2
"2128","Ptp4a2",3
"2129","Ptp4a3",1
"2130","Ptpn11",1
"2131","Ptpn12",1
"2132","Ptpn13",1
"2133","Ptpn14",1
"2134","Ptpn2",1
"2135","Ptpn4",2
"2136","Ptprd",1
"2137","Ptprg",1
"2138","Ptprh",1
"2139","Ptprj",6
"2140","Ptprk",3
"2141","Pts",1
"2142","Pttg1",1
"2143","Pum1",2
"2144","Pum2",3
"2145","Purb",1
"2146","Pus1",1
"2147","Pus10",3
"2148","Pvr",3
"2149","Pvrl2",2
"2150","Pwwp2a",1
"2151","Qpctl",1
"2152","Qser1",1
"2153","R3hdm2",1
"2154","R3hdm4",3
"2155","Rab10",2
"2156","Rab10os",1
"2157","Rab11a",1
"2158","Rab11b",1
"2159","Rab11fip1",3
"2160","Rab14",1
"2161","Rab15",1
"2162","Rab18",1
"2163","Rab1a",1
"2164","Rab1b",1
"2165","Rab23",1
"2166","Rab2a",2
"2167","Rab5c",3
"2168","Rab6a",1
"2169","Rab7",1
"2170","Rabac1",2
"2171","Rabgap1",1
"2172","Rabgap1l",1
"2173","Rabggtb",1
"2174","Rabif",1
"2175","Rac1",1
"2176","Racgap1",1
"2177","Rad23b",3
"2178","Rad51b",1
"2179","Rad54l2",1
"2180","Rad9b",1
"2181","Raet1e H60b",2
"2182","Rai1",1
"2183","Ralgapa1",1
"2184","Ralgapa2",4
"2185","Ralgapb",1
"2186","Ran",1
"2187","Ranbp2",2
"2188","Rap1a",1
"2189","Rap1b",1
"2190","Rap1gds1",1
"2191","Rap2c",2
"2192","Rapgef2",2
"2193","Rapgefl1",2
"2194","Rars",2
"2195","Rasa2",2
"2196","Rasa3",1
"2197","Rasd1",2
"2198","Rasef",1
"2199","Rassf3",2
"2200","Rassf6",1
"2201","Rb1",2
"2202","Rbfox2",1
"2203","Rbm14",1
"2204","Rbm15",2
"2205","Rbm17",1
"2206","Rbm38",1
"2207","Rbm4",1
"2208","Rbm42",1
"2209","Rbm47",2
"2210","Rbm6",1
"2211","Rbms1",2
"2212","Rbp1",1
"2213","Rbx1",1
"2214","Rcc1",2
"2215","Rcc2",2
"2216","Rchy1",2
"2217","Rcl1",1
"2218","Rdh10",4
"2219","Rdh11",1
"2220","Rdx",1
"2221","Reep3",3
"2222","Reep4",2
"2223","Reg3b",1
"2224","Reg3g",1
"2225","Rell1",1
"2226","Reps2",1
"2227","Rere",6
"2228","Rest",1
"2229","Ret",2
"2230","Retreg1",1
"2231","Rexo1",1
"2232","Rfc1",2
"2233","Rfk",1
"2234","Rgp1",1
"2235","Rgs16",1
"2236","Rhbdf2",1
"2237","Rhebl1",1
"2238","Rhoa",2
"2239","Rhob",6
"2240","Rhobtb2",1
"2241","Rhoc",2
"2242","Rhog",1
"2243","Rhpn2",2
"2244","Ric1",2
"2245","Rictor",4
"2246","Rin2",1
"2247","Rin3",1
"2248","Ripk2",1
"2249","Rlf",1
"2250","Rmnd5a",1
"2251","Rnase4",1
"2252","Rnasel",1
"2253","Rnd3",2
"2254","Rnf10",2
"2255","Rnf103",1
"2256","Rnf11",1
"2257","Rnf111",1
"2258","Rnf114",1
"2259","Rnf125",1
"2260","Rnf13",1
"2261","Rnf135",1
"2262","Rnf138",1
"2263","Rnf139",1
"2264","Rnf139 RP24-354I13.6",1
"2265","Rnf145",1
"2266","Rnf167",1
"2267","Rnf181",1
"2268","Rnf19a",1
"2269","Rnf213",8
"2270","Rnf217",2
"2271","Rnf31",1
"2272","Rnf38",2
"2273","Rnf39",1
"2274","Rnf4",2
"2275","Rnf43",4
"2276","Rnf44",2
"2277","Rnf7",1
"2278","Rnh1",1
"2279","Rnmt",2
"2280","Rnpepl1",2
"2281","Rock1",1
"2282","Rock2",3
"2283","Romo1",1
"2284","Ror2",3
"2285","Rora",1
"2286","RP23-118M14.2",1
"2287","RP23-140G16.1",3
"2288","RP23-153M14.4",3
"2289","RP23-173N16.6",1
"2290","RP23-176J13.6",1
"2291","RP23-17N7.3 Limk2",1
"2292","RP23-180L12.1",2
"2293","RP23-185A18.9",1
"2294","RP23-206J9.3",1
"2295","RP23-211P15.1",1
"2296","RP23-212I23.1",1
"2297","RP23-220D12.12",1
"2298","RP23-22A15.2",2
"2299","RP23-230O9.4",4
"2300","RP23-242C19.7",1
"2301","RP23-243E17.1",3
"2302","RP23-256J14.2 Abhd2",1
"2303","RP23-267E14.2",1
"2304","RP23-281H4.10",1
"2305","RP23-284L6.7",5
"2306","RP23-285C18.2",1
"2307","RP23-318I19.2 Fryl",1
"2308","RP23-328P7.1 Lrp1b",1
"2309","RP23-32L15.2",1
"2310","RP23-338E5.2",2
"2311","RP23-341M13.1",1
"2312","RP23-343E20.2",1
"2313","RP23-345D6.11",1
"2314","RP23-345D6.8-1",2
"2315","RP23-346I1.1 Mgst2",2
"2316","RP23-347F4.1",1
"2317","RP23-356F8.1",1
"2318","RP23-359F5.1",1
"2319","RP23-365O8.4 C1galt1",1
"2320","RP23-37G19.2",1
"2321","RP23-386F15.3",1
"2322","RP23-386K4.1",1
"2323","RP23-391M18.7",2
"2324","RP23-398D18.4",1
"2325","RP23-40G2.3",1
"2326","RP23-41B18.5",2
"2327","RP23-424C4.5",1
"2328","RP23-434H14.8 Etv6",1
"2329","RP23-437A9.3",1
"2330","RP23-448G18.4",1
"2331","RP23-457F4.2",1
"2332","RP23-468D17.1",4
"2333","RP23-4H17.4 AC136146.4",1
"2334","RP23-55L3.5",1
"2335","RP23-56M2.7 Col1a2",1
"2336","RP23-71J17.1",1
"2337","RP23-79E13.6",1
"2338","RP23-81N4.4",1
"2339","RP23-83N17.1",1
"2340","RP23-85A17.4",1
"2341","RP23-91K11.3",1
"2342","RP23-92G13.4",5
"2343","RP24-114E18.8",2
"2344","RP24-127M20.8",1
"2345","RP24-170A20.3",1
"2346","RP24-180B11.5",1
"2347","RP24-185O19.6",1
"2348","RP24-196I12.2 RP24-540A17.2",1
"2349","RP24-200D3.4",1
"2350","RP24-200D3.4 Zc3h11a",1
"2351","RP24-227O16.1",1
"2352","RP24-273P12.4 Casp8",1
"2353","RP24-328P2.5",1
"2354","RP24-342G5.6",1
"2355","RP24-344N22.3 Picalm",1
"2356","RP24-353D23.1",1
"2357","RP24-426M1.3",1
"2358","RP24-84D8.5",1
"2359","RP24-89C4.5",1
"2360","Rp9",1
"2361","Rpa2",2
"2362","Rpap3",1
"2363","Rpl10",2
"2364","Rpl10a",1
"2365","Rpl11",1
"2366","Rpl12",1
"2367","Rpl13",1
