"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"peak132601",12.2735115934727,0.624869899340935,0.593620853694803,1.05264142162734,0.292505365397098,0.403633015546149
"peak132614",16.7122173139749,0.89563840787788,0.528168543733006,1.69574356236299,0.0899344548009881,0.195007406550818
"peak132617",6.41422536796852,1.08846544219956,0.576600714253647,1.88772822386888,0.0590624453241497,0.154771061902045
"peak132624",36.6509102766054,1.48158899368295,0.563072680939656,2.6312571073604,0.00850696517615069,0.0610976659302219
"peak132626",142.00420227472,0.614612592022761,0.534309257397751,1.1502937362832,0.250022909799086,0.364710559934938
"peak132663",14.5173682150008,0.141047824702049,0.487332010635691,0.289428606419803,0.772253406537825,0.820424948921639
"peak132678",14.2669949075418,0.485157420936831,0.506747408740266,0.957394971476802,0.338367935582113,0.447143741292592
"peak132699",16.2243099368435,0.872448187243226,0.510195024916218,1.71002880199879,0.0872605471635223,0.191648639095129
"peak132711",12.8745388299923,1.29037689730782,0.527627419203116,2.44562138043678,0.0144602765113051,0.0779094728100253
"peak132715",101.373644326496,0.928482930262902,0.577455313662154,1.60788706640272,0.107859914972399,0.215578244338375
"peak132719",13.1889776639071,0.865386769062934,0.587168986631685,1.47382915100345,0.140527597389113,0.25214155053578
"peak132720",51.2013790220748,0.65236671232454,0.52901428701,1.23317409065024,0.217510819678311,0.334054845715348
"peak132727",11.3438699352524,1.08037474053041,0.502555352687781,2.1497626773893,0.031573991810273,0.114791212823117
"peak132744",7.95791160965962,2.10483440609152,0.572287806808998,3.67792984761952,0.000235134605521275,0.0128177773176559
"peak132764",21.4508441583294,2.11636789512378,0.567868154352936,3.72686490499772,0.000193876306656133,0.0117141295442313
"peak132787",8.03422797880688,1.49814082738959,1.26799380143185,1.1815048509684,0.237402227508087,0.352996710550598
"peak132817",14.5847207760474,0.738292224095168,0.445586438903347,1.65690012001311,0.0975396701172651,0.203834616690293
"peak132861",36.4088391045986,0.252260241419291,0.522028785391035,0.48323051999964,0.62893206722166,0.702782889734111
"peak132875",20.1844900264645,1.17485124944578,0.610969957808138,1.92292801705107,0.0544890906124979,0.148827404681947
"peak132879",15.4983187378189,0.648208617391522,0.53759886612855,1.2057477391266,0.227914771704552,0.344473924357108
"peak132898",6.97510447747849,2.33594693971689,0.636170451319228,3.67188846145373,0.000240764765063022,0.0128177773176559
"peak132951",24.6868106237707,0.946833224040699,0.608570297565128,1.55583213283486,0.119748015033422,0.228138548160521
"peak132973",27.6080436949209,0.876381594133112,0.696277861830504,1.25866646374354,0.20815082945226,0.324059767815962
"peak132974",49.1217636251565,0.827502298311175,0.546612052920216,1.51387495736754,0.130057556719497,0.240231831593896
"peak133039",27.5554535175305,1.29149686154399,0.46799806875283,2.75962006635135,0.00578686180938709,0.0523845171877098
"peak133058",38.5876624202762,0.88740959017708,0.553570051429303,1.60306647349475,0.108919978964125,0.217139364971981
"peak133149",24.9645123382267,1.57393428446317,0.783485994422513,2.00888630513845,0.0445491926064509,0.134744935761983
"peak133176",15.2973076762186,0.480716754019169,0.551947571315454,0.870946406872448,0.383783416336501,0.491379607899392
"peak133199",15.9446708278573,1.10210948730841,0.524559738147943,2.10101806745523,0.0356393802709513,0.121122241212737
"peak133210",19.0092825470701,0.289511445752674,0.598201601009671,0.483969693935996,0.628407377354601,0.702402784290204
"peak133287",45.4514633716348,0.951230636306507,0.540694823368947,1.75927453934107,0.078530888953776,0.180660046069148
"peak133347",9.22291645747183,1.19390876502745,0.692000571208424,1.725300259424,0.0844733752299495,0.188757207404052
"peak133364",20.3113869364635,0.208815232095988,0.495256677807702,0.421630321110111,0.673294870995445,0.738267874533822
"peak133366",14.8899428471867,0.675200806991944,0.526905059137129,1.28144680959729,0.200036771456191,0.31595019524813
"peak133381",9.74006399219408,0.898282168514097,0.573166055066755,1.56722848566019,0.117061294400447,0.225502943894383
"peak133441",38.4687964599002,0.681071658598981,0.601626574807413,1.13205048965299,0.257613208210868,0.372239349841952
"peak133472",17.0854177132805,0.29780395547376,0.484188157705314,0.615058321304523,0.538516205506857,0.626581670873254
"peak133502",329.787849509767,1.66502957436398,0.605853556068728,2.74823768497466,0.00599165568925647,0.0532882841286997
"peak133517",12.7325388485667,0.758820072050791,0.542096486821644,1.39978784311962,0.161576859327073,0.274457274688993
"peak133518",12.6980717221685,1.40350800633327,0.462110820852258,3.03716758621843,0.00238812643339909,0.0371795634713033
"peak133522",79.2100202796182,1.10664786503243,0.475650006758518,2.32660117588154,0.0199865019041771,0.0921048662206416
"peak133526",20.3638289752645,0.865530543058461,0.409958861700581,2.11126194337668,0.0347498032043958,0.119776046736583
"peak133530",12.3349440413111,0.337655714455066,0.561860020393116,0.600960563484867,0.547866253267768,0.634517054603902
"peak133531",22.0190291912753,0.695892724802741,0.480285506946329,1.44891468665638,0.14736140913548,0.260353308829986
"peak133532",11.0316478871681,0.38008005309462,0.510381317096839,0.744698209677028,0.456454181719847,0.55644286396048
"peak133533",15.1886629397229,0.836242832867024,0.501905261359912,1.66613681355167,0.0956861676441881,0.202181180759146
"peak133534",34.7920665431215,0.956901776060242,0.450868681765609,2.12235139578336,0.0338082404995727,0.118554645289381
"peak133547",26.263058251652,0.729052862550568,0.628253419084874,1.16044392342905,0.245868112419334,0.361141026403317
"peak133552",66.379816854658,1.47368342749112,0.67219905936699,2.19233187990309,0.0283555514170604,0.108751039263517
"peak133568",21.5396705850962,0.652851181068741,0.662096243045299,0.986036679601086,0.324115113909455,0.433319513766741
"peak133571",76.2962540882102,0.860074448202494,0.559823666466115,1.5363309908488,0.124457222403336,0.233602769762474
"peak133582",47.2615395789062,0.586407370219157,0.537128968245069,1.09174407802858,0.274945605201606,0.387724518998545
"peak133583",109.049724491682,0.98057963296177,0.503533619750099,1.94739654811614,0.0514872115903219,0.144370962954849
"peak133587",9.90566472487201,1.76458290386626,1.47808755292523,1.19382840371941,0.232545098493707,0.348565826901475
"peak133590",11.1936560828767,0.451431285970995,0.507018264238449,0.89036493911921,0.373269962084984,0.480992589937877
"peak133606",42.0194037789232,1.04019780203692,0.42225923693413,2.46341041486603,0.0137622282416619,0.0760532052991973
"peak133607",30.2655332925803,0.40095062374286,0.467602637234047,0.857460142044011,0.391190633568117,0.497433488116598
"peak133651",46.0699924835419,0.539984384973956,0.569592528708105,0.948018728754565,0.343119919786423,0.452324147070829
"peak133686",15.2276982083497,1.11843096845261,0.449083653773089,2.49047356557254,0.0127572985422537,0.0735020377501885
"peak133702",31.526442800342,0.848308650750436,0.446668518509839,1.8991905979417,0.0575394204886474,0.152789538953635
"peak133725",7.59545532049299,1.50351239950808,0.597111267451607,2.51797693573071,0.0118031049803281,0.0706979057554977
"peak133742",185.818916742049,1.63903624389547,0.52516044702316,3.12101997244128,0.00180225810445544,0.03205745548883
"peak133784",246.710855231303,0.705582946354958,0.60443356261487,1.16734574318226,0.243070772689837,0.358623603195296
"peak133787",29.0893584516382,0.226143145480947,0.744879610169064,0.303596906659346,0.76143500854325,0.811422833152262
"peak133790",157.257515008032,1.23072176339053,0.65833611127358,1.86944289142768,0.061561221953583,0.158138287080184
"peak133791",139.387024557637,0.74368211842596,0.667054741614385,1.11487419552123,0.264904335998022,0.378228940351265
"peak133793",10.4647012028806,-1.1548312507167,1.17994514704868,-0.978716047610518,0.327720300654995,0.43678827886668
"peak133817",19.9219540608155,0.693023644257662,0.630710435133734,1.09879844323602,0.271855991406636,0.384691387096416
"peak133838",15.7727606268168,0.414937085362779,0.645365498119544,0.642948974762079,0.520257209405749,0.612048167284644
"peak133851",114.599712384259,0.985261496363701,0.525321644956803,1.875539501984,0.0607185403964627,0.156907755613805
"peak133856",54.440651253945,0.918721566744802,0.532368521603998,1.72572481178403,0.0843969320858393,0.188641762762623
"peak133875",16.6603624628142,1.0688728946854,0.436624265219893,2.44803823293489,0.0143636413018764,0.0776071994449462
"peak133914",42.3335459967336,1.87577392478262,0.597764887558317,3.13797943610333,0.00170116811383383,0.0315752824645483
"peak133921",13.1266154867881,0.431802336980035,0.464056953210679,0.930494272292477,0.352115228347929,0.460989378058948
"peak133931",9.6746941110996,0.949506106054301,0.493342292771983,1.92463958587299,0.05427446340849,0.148719922174167
"peak133941",8.21757302168576,1.76855136966729,0.622228857197913,2.84228439296695,0.00447915161685775,0.0469047885270125
"peak133942",2.31843015301429,0.158157687649623,0.818087096477427,0.193326222025294,0.846703491479339,0.881678796420765
"peak134012",11.9848501367618,0.878336954067136,0.544443429943666,1.61327496257603,0.106684783583583,0.214614455440531
"peak134040",31.318023815573,1.29558767669847,0.522957725633409,2.47742334264064,0.0132334832727268,0.0746990119888363
"peak134045",10.5910119259821,0.655367149812596,0.493091981191,1.32909715592949,0.183815918479556,0.298568505949404
"peak134059",9.47828328999144,1.00543332305425,0.445631389769423,2.25619950958679,0.0240581392636893,0.100738947496392
"peak134082",8.17095262133041,1.49879694879692,0.506040370895583,2.96181299951301,0.00305833467691604,0.0413554207732891
"peak134092",22.9603733837768,1.34530492032412,0.61379990380794,2.19176463205356,0.0283965061447001,0.108798490830197
"peak134099",20.0590635222464,1.23848204428571,0.536624893867402,2.30791015929226,0.021004133894128,0.0941722446030604
"peak134105",16.6167014097083,0.534618033165148,0.478684380655312,1.11684871027808,0.264059017691479,0.377333927209423
"peak134107",38.8758922171934,1.37942136597925,0.611293328888923,2.25656211312899,0.0240354500066559,0.100738947496392
"peak134150",16.0732205953119,-0.0576947661200945,1.23056795029035,-0.0468846650089348,0.962605150203381,0.971152002186369
"peak134173",12.3950093488416,-0.0928196825913957,0.498252288943289,-0.186290529218142,0.852216934056243,0.885965795298399
"peak134184",13.0747631827338,1.06673098646386,0.523689677084744,2.03695247995359,0.0416548042748123,0.130824267716232
"peak134197",212.057152970961,1.16539869354166,0.543085028210859,2.1458862480171,0.0318820552368801,0.11530550428426
